#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_17 E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
CDS2	ENSG00000101290	ENSG00000101290:5169713-5169832:source	-0.239789611155;0.239789611155	0.980401034906;0.980401034906	0.975;0.025	0.741;0.259	s|1e1.1o1|i	False	False	False	1	2	1	chr20	+	5169832-5170381;5169832-5169833	5169713-5169832;5169833-5170380;5170381-5170484	;;	;;	(5169833, 5170380)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/27_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CDS2
CDS2	ENSG00000101290	ENSG00000101290:5170381-5170484:target	-0.2111691956;0.2111691956	0.851360328065;0.851360328065	0.975;0.025	0.769;0.231	t|1e1.1o1|i	False	False	False	1	2	1	chr20	+	5169832-5170381;5170380-5170381	5169713-5169832;5169833-5170380;5170381-5170484	;;	;;	(5169833, 5170380)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/27_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CDS2
AFF1	ENSG00000172493	ENSG00000172493:87967318-87967438:target	0.259385895857;-0.259385895857	0.913571678162;0.913571678162	0.507;0.493	0.761;0.239	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr4	+	87869723-87967318;87928576-87967318	87869650-87869723;87928140-87928576;87967318-87967438	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/103_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AFF1
PEX2	ENSG00000164751	ENSG00000164751:77900128-77900574:source	0.270088439337;-0.270088439337	0.962429515161;0.962429515161	0.652;0.348	0.915;0.085	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr8	-	77900574-77912226;77900574-77903848	77900128-77900574;77903848-77903902;77912202-77912503	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/94_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PEX2
PEX2	ENSG00000164751	ENSG00000164751:77912202-77912503:target	-0.202922398119;0.246057538249;-0.00810128782899;8.80077056054e-07;9.17319276689e-09	0.72388092081;0.904085832309;6.5523335914e-06;6.02354702735e-18;6.02257275964e-18	0.295;0.494;0.197;0.025;0.025	0.097;0.735;0.160;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1|2e3.1o2	True	True	True	5	5	1	chr8	-	77903902-77912226;77900574-77912226;77898532-77912226;77896431-77912226;77898541-77912202	77892494-77896431;77898423-77898541;77898423-77898541;77900128-77900574;77903848-77903902;77912202-77912503	;;;;;	;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/94_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PEX2
APBA3	ENSG00000011132	ENSG00000011132:3752818-3752988:target	0.220500711069;-0.220500711069	0.935409641828;0.935409641828	0.760;0.240	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr19	-	3752718-3752818;3752817-3752818	3752506-3752718;3752719-3752817;3752818-3752988	;;	;;	(3752719, 3752817)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/3_T4_N_T4_17.deltapsi_quantify_deltapsi.html#APBA3
HM13	ENSG00000101294	ENSG00000101294:30156923-30157370:target	-0.188311890998;1.99146946623e-10;0.326491461142;1.99146946623e-10;-0.084376778347;-0.000477410664442	0.59389839509;6.02256273731e-18;0.999790561458;6.02256273731e-18;0.00648183683319;6.54306187169e-18	0.304;0.025;0.498;0.025;0.161;0.029	0.120;0.025;0.816;0.025;0.060;0.025	t|1e1.2o3|1e1.3o3|1e2.3o3|1e3.1o2|1e4.2o3|1e4.3o3	True	False	True	6	5	0	chr20	+	30149539-30156923;30149543-30156923;30154098-30156923;30155609-30156923;30156027-30156923;30156083-30156923	30149437-30149543;30149437-30149543;30153860-30154098;30155443-30155789;30155881-30156083;30155881-30156083;30156923-30157370	;;;;;;	;;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/27_T4_N_T4_17.deltapsi_quantify_deltapsi.html#HM13
RRN3P1	ENSG00000248124	ENSG00000248124:21830430-21830802:source	-0.221565264092;0.221565264092	0.824495533206;0.824495533206	0.776;0.224	0.560;0.440	t|1e1.1o1|i	False	False	False	1	2	1	chr16	-	21830802-21831616;21830802-21830803	21830430-21830802;21830803-21831615;21831616-21831731	;;	;;	(21830803, 21831615)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/128_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RRN3P1
KIAA0196	ENSG00000164961	ENSG00000164961:126056067-126056146:source	0.237506039273;-0.237506039273	0.984945306648;0.984945306648	0.743;0.257	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr8	-	126056146-126056234;126056146-126056147	126056067-126056146;126056147-126056233;126056234-126056336	;;	;;	(126056147, 126056233)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/94_T4_N_T4_17.deltapsi_quantify_deltapsi.html#KIAA0196
CSGALNACT2	ENSG00000169826	ENSG00000169826:43655942-43656043:source	0.0154087387891;0.254005612528;-0.290421697383	0.000789528179592;0.93772864681;0.999999681255	0.174;0.518;0.308	0.232;0.766;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr10	+	43656043-43657648;43656043-43659314;43656043-43656044	43655942-43656043;43656044-43657647;43657648-43657669;43659314-43659492	;;;	;;;	(43656044, 43657647)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/101_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CSGALNACT2
TNFSF8	ENSG00000106952	ENSG00000106952:117656003-117656444:source	0.244139415383;-0.244139415383	0.89025653922;0.89025653922	0.625;0.375	0.864;0.136	t|1e1.1o2|1e2.1o1	False	False	True	2	3	1	chr9	-	117656444-117666507;117656444-117656863	117656003-117656444;117656863-117656982;117665124-117666605	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/33_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TNFSF8
CLSTN3	ENSG00000139182	ENSG00000139182:7284982-7285742:target	0.38080953295;3.25223192351e-07;3.25223192351e-07;3.25223192351e-07;3.25223192351e-07;-0.377571811408	0.999999985804;7.80980431211e-16;7.80980431211e-16;7.80980431211e-16;7.80980431211e-16;0.999999997005	0.604;0.025;0.025;0.025;0.025;0.393	0.975;0.025;0.025;0.025;0.025;0.025	t|1e0|2e0|3e1.1o1|3e2.1o1|3e3.1o1|3e4.1o1|3e5.1o1|i	False	True	True	5	6	1	chr12	+	7283308-7285620;7283409-7285620;7283780-7285620;7283951-7285620;7284434-7285620;7284981-7284982	7283176-7283308;7283351-7283409;7283684-7283780;7283916-7283951;7284382-7284434;7284435-7284981;7284982-7285742	;;;;;;	;;;;;;	(7284435, 7284981)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/71_T4_N_T4_17.deltapsi_quantify_deltapsi.html#CLSTN3
EIF6	ENSG00000242372	ENSG00000242372:33867745-33867921:source	-0.0120346882534;-0.0547103496948;-0.0780499288861;0.225512151878	1.9648445337e-08;4.91671095302e-11;0.0162203483156;0.85326826351	0.127;0.089;0.237;0.543	0.087;0.025;0.132;0.763	t|1e1.2o2|1e2.1o1|1e3.1o1|1e4.2o2	False	False	True	4	5	1	chr20	-	33867921-33872529;33867921-33872184;33867921-33871979;33867921-33868457	33867745-33867921;33868457-33868632;33871979-33872064;33872184-33872518;33872529-33872788	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#EIF6
SPTBN1	ENSG00000115306	ENSG00000115306:54890038-54891828:source	0.237699427818;-0.237699427818	0.999099337601;0.999099337601	0.743;0.257	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr2	+	54891828-54893052;54891828-54891829	54890038-54891828;54891829-54893051;54893052-54893225	;;	;;	(54891829, 54893051)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/44_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SPTBN1
SCYL1	ENSG00000142186	ENSG00000142186:65305280-65305351:target	0.236998198651;-0.0245915929117;-0.147635730772	0.953160957697;3.07276261522e-11;0.0360775083376	0.735;0.095;0.169	0.965;0.034;0.025	t|1e1.2o2|2e1.2o2|3e0|4e0|i	True	True	False	2	2	1	chr11	+	65304599-65305280;65304599-65305283;65305279-65305280	65304457-65304599;65304457-65304599;65304600-65305279;65305280-65305351	;;;	;;;	(65304600, 65305279)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/74_T4_N_T4_17.deltapsi_quantify_deltapsi.html#SCYL1
RIF1	ENSG00000080345	ENSG00000080345:152330478-152330586:target	0.222676006137;-0.222676006137	0.971856456416;0.971856456416	0.758;0.242	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr2	+	152326378-152330478;152330477-152330478	152326225-152326378;152326379-152330477;152330478-152330586	;;	;;	(152326379, 152330477)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/16_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RIF1
RIF1	ENSG00000080345	ENSG00000080345:152326225-152326378:source	0.220139843213;-0.000543225130394;-0.180408817419	0.971838529569;1.57348808998e-16;0.508321158345	0.760;0.030;0.201	0.975;0.025;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	+	152326378-152330478;152326378-152331371;152326378-152326379	152326225-152326378;152326379-152330477;152330478-152330586;152331371-152332136	;;;	;;;	(152326379, 152330477)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/16_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RIF1
EDEM2	ENSG00000088298	ENSG00000088298:33714054-33714178:source	-0.0529682125309;0.258116200336;-0.168988586924	2.78169435771e-06;0.955303403023;0.429527580622	0.094;0.663;0.242	0.025;0.915;0.072	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr20	-	33714178-33725683;33714178-33719445;33714178-33718673	33714054-33714178;33718673-33718683;33719445-33719586;33725683-33725808	;;;	;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/19_T4_N_T4_17.deltapsi_quantify_deltapsi.html#EDEM2
DGKD	ENSG00000077044	ENSG00000077044:234343026-234343130:target	2.32531447121e-08;0.477930938898;-0.058072932152;2.32531447121e-08;-0.00851314176112;0.000147471212037;-0.198920284445;-0.0516192032153;-0.0136688778544	6.02258848551e-18;0.999999999996;1.58755531277e-16;6.02258848551e-18;2.63107415904e-13;9.88250301244e-14;0.815736308623;6.30699807434e-17;2.09231689016e-17	0.025;0.427;0.091;0.025;0.082;0.025;0.225;0.076;0.063	0.025;0.893;0.025;0.025;0.045;0.027;0.031;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1|2e0	False	True	True	9	10	1	chr2	+	234263320-234343026;234299129-234343026;234308493-234343026;234317697-234343026;234327688-234343026;234327743-234343026;234328067-234343026;234332280-234343026;234337948-234343026	234263153-234263320;234299049-234299129;234308483-234308493;234317537-234317697;234327678-234327688;234327733-234327743;234327887-234328067;234332270-234332280;234337938-234337948;234343026-234343130	;;;;;;;;;	;;;;;;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/15_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DGKD
DGKD	ENSG00000077044	ENSG00000077044:234355340-234355932:target	5.45983628213e-06;0.35708343342;-0.33246489068	1.49240609136e-16;0.999999999947;0.999999999992	0.025;0.627;0.349	0.025;0.975;0.025	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr2	+	234354408-234355340;234354408-234355358;234355339-234355340	234354269-234354408;234354269-234354408;234354409-234355339;234355340-234355932	;;;	;;;	(234354409, 234355339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/15_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DGKD
DGKD	ENSG00000077044	ENSG00000077044:234350533-234351237:source	0.229724429492;-0.229724429492	0.854801763907;0.854801763907	0.575;0.425	0.799;0.201	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr2	+	234350641-234354269;234351237-234351238	234350533-234351237;234351238-234354268;234354269-234354408	;;	;;	(234351238, 234354268)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/15_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DGKD
DGKD	ENSG00000077044	ENSG00000077044:234354269-234354408:source	3.59255473773e-06;0.31727059041;-7.26939943638e-05;-0.257813073425	9.03592722269e-17;0.999999525154;1.06036050433e-16;0.999997100427	0.025;0.665;0.026;0.276	0.025;0.974;0.025;0.025	s|1e1.1o2|1e1.2o2|1e2.2o2|i	False	True	True	3	3	1	chr2	+	234354408-234355340;234354408-234355358;234354408-234356733;234354408-234354409	234354269-234354408;234354409-234355339;234355340-234355932;234355340-234355932;234356676-234356827	;;;;	;;;;	(234354409, 234355339)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/15_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DGKD
DGKD	ENSG00000077044	ENSG00000077044:234356676-234356827:target	-0.000189402225902;0.201663208459;-8.80706803435e-06;-0.137061769459	6.22907369923e-18;0.68089244803;6.0332917604e-18;0.250280319901	0.027;0.396;0.025;0.537	0.025;0.594;0.025;0.390	t|1e0|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1	True	True	True	4	4	1	chr2	+	234354408-234356733;234355442-234356733;234355932-234356733;234356551-234356733	234354269-234354408;234355340-234355932;234355340-234355932;234356347-234356551;234356676-234356827	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/15_T4_N_T4_17.deltapsi_quantify_deltapsi.html#DGKD
RPP21	ENSG00000241370	ENSG00000241370:30312908-30313005:source	0.207357418311;3.79001813695e-10;-0.20817773151	0.736154610579;6.02256293813e-18;0.742213157855	0.498;0.025;0.501	0.701;0.025;0.298	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr6	+	30313005-30313075;30313005-30313268;30313005-30313006	30312908-30313005;30313006-30313074;30313075-30313175;30313244-30313706	;;;	;;;	(30313006, 30313074)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/127_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RPP21
AL136419.6	ENSG00000260669	ENSG00000260669:24680886-24681035:source	0.215427026062;-0.215427026062	0.788977679593;0.788977679593	0.404;0.596	0.614;0.386	t|1e1.1o2|i	False	False	False	1	2	1	chr14	-	24681035-24682615;24681035-24681036	24680886-24681035;24681036-24681944;24681945-24683357	;;	;;	(24681036, 24681944)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/130_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AL136419.6
AL136419.6	ENSG00000260669	ENSG00000260669:24680621-24680798:source	0.226655519902;-0.226655519902	0.913932664697;0.913932664697	0.647;0.353	0.868;0.132	t|1e1.1o1|i	False	False	False	1	2	1	chr14	-	24680798-24680886;24680798-24680799	24680621-24680798;24680799-24680885;24680886-24681035	;;	;;	(24680799, 24680885)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/130_T4_N_T4_17.deltapsi_quantify_deltapsi.html#AL136419.6
ANKFY1	ENSG00000185722	ENSG00000185722:4067201-4071205:source	0.280711925353;-0.0698400803031;-0.00298420139992;-0.108080030276	0.979132077418;2.51148849933e-07;3.53488472301e-17;0.161796277582	0.459;0.108;0.044;0.388	0.732;0.025;0.025;0.250	t|1e1.1o2|2e2.2o6|2e2.3o6|i	True	True	True	3	3	1	chr17	-	4071205-4072492;4070487-4071121;4070487-4070629;4071205-4071206	4067201-4071205;4071206-4071444;4072107-4072582	;;	;;	(4071206, 4071444)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/114_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ANKFY1
ANKFY1	ENSG00000185722	ENSG00000185722:4072107-4072582:target	0.24862577942;1.16465852667e-06;-0.247178414482	0.990480261592;3.28691386876e-15;0.989282015425	0.733;0.025;0.266	0.975;0.025;0.025	s|1e2.1o2|2e1.1o1|i	True	False	True	2	3	1	chr17	-	4071205-4072492;4071486-4072107;4072106-4072107	4067201-4071205;4071445-4071486;4071487-4072106;4072107-4072582	;;;	;;;	(4071487, 4072106)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/114_T4_N_T4_17.deltapsi_quantify_deltapsi.html#ANKFY1
C3orf17	ENSG00000163608	ENSG00000163608:112727018-112727647:source	3.59096820352e-08;3.55842625722e-06;-3.8132762052e-06;0.202275330417;3.59096145158e-08;0.000158608756584;-0.159440375114	6.02260262142e-18;1.16100784624e-16;6.0267986466e-18;0.815747306478;6.0226026215e-18;1.46379387819e-13;0.153235738511	0.025;0.025;0.025;0.770;0.025;0.025;0.181	0.025;0.025;0.025;0.967;0.025;0.027;0.025	t|1e0|2e1.1o1|2e2.2o2|2e3.3o3|2e4.2o3|2e5.1o1|3e4.2o3|i	True	True	True	6	6	1	chr3	-	112727277-112738389;112727277-112732796;112727277-112729892;112727277-112729490;112727277-112728345;112727242-112729490;112727647-112727648	112727018-112727647;112727648-112728344;112728345-112728431;112729351-112729551;112729351-112729551;112729892-112730012;112732796-112732879;112738389-112738708	;;;;;;;	;;;;;;;	(112727648, 112728344)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/92_T4_N_T4_17.deltapsi_quantify_deltapsi.html#C3orf17
C3orf17	ENSG00000163608	ENSG00000163608:112732796-112732879:source	-0.0125222986575;0.322514990733;-0.240076659924	0.00153776640579;0.995483994055;0.995809143591	0.361;0.380;0.259	0.303;0.695;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr3	-	112732879-112738389;112732879-112736295;112732879-112732880	112732796-112732879;112732880-112736294;112736295-112736449;112738389-112738708	;;;	;;;	(112732880, 112736294)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/92_T4_N_T4_17.deltapsi_quantify_deltapsi.html#C3orf17
C3orf17	ENSG00000163608	ENSG00000163608:112736295-112736449:target	0.403586012894;-0.403586012894	0.999999999013;0.999999999013	0.581;0.419	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr3	-	112732879-112736295;112736294-112736295	112732796-112732879;112732880-112736294;112736295-112736449	;;	;;	(112732880, 112736294)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/92_T4_N_T4_17.deltapsi_quantify_deltapsi.html#C3orf17
GTPBP1	ENSG00000100226	ENSG00000100226:39130329-39130402:source	-0.218021409788;-0.00276909905791;2.73027007339e-06;0.227156824199	0.804962294369;1.37930796304e-07;4.13597340244e-13;0.819311424688	0.290;0.071;0.025;0.640	0.077;0.056;0.025;0.864	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr22	+	39130402-39131179;39130402-39132034;39130402-39133956;39130402-39130403	39130329-39130402;39130403-39131178;39131179-39131315;39132034-39132261;39133956-39134304	;;;;	;;;;	(39130403, 39131178)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/23_T4_N_T4_17.deltapsi_quantify_deltapsi.html#GTPBP1
TPM4	ENSG00000167460	ENSG00000167460:16192533-16192856:target	-2.99856964551e-12;0.251997182462;-0.0735879993342;-0.0500374248812;1.36293603163e-09;-0.0280192032747;5.30335826471e-12;-0.00340018488977	6.02256252983e-18;0.962979294574;7.26961137703e-08;5.12654772562e-14;6.0225643467e-18;9.22239779324e-17;6.02256252078e-18;3.47511983175e-07	0.025;0.502;0.110;0.078;0.025;0.071;0.025;0.231	0.025;0.748;0.025;0.025;0.025;0.025;0.025;0.210	t|1e0|2e1.2o2|2e2.1o1|2e3.1o1|2e4.1o2|2e4.2o2|2e5.1o2|3e5.2o2|i	True	True	True	7	6	1	chr19	+	16186982-16192723;16187507-16192723;16191252-16192723;16191885-16192723;16192153-16192723;16192348-16192723;16192352-16192730;16192532-16192533	16186857-16186982;16187116-16187507;16190866-16191252;16191636-16192153;16191636-16192153;16192251-16192352;16192251-16192352;16192353-16192532;16192533-16192856	;;;;;;;;	;;;;;;;;	(16192353, 16192532)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/98_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TPM4
RP11-691N7.6	ENSG00000254732	ENSG00000254732:57509635-57509719:source	0.352106596754;-0.352106596754	0.999999999986;0.999999999986	0.632;0.368	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr11	+	57509719-57510335;57509719-57509720	57509635-57509719;57509720-57510334;57510335-57510456	;;	;;	(57509720, 57510334)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/129_T4_N_T4_17.deltapsi_quantify_deltapsi.html#RP11-691N7.6
PSMD5	ENSG00000095261	ENSG00000095261:123583633-123583742:source	0.00983479366166;0.439379964001;-0.469812560463	0.000386703350774;0.999999207239;1.0	0.114;0.405;0.483	0.164;0.833;0.025	t|1e1.1o3|1e1.2o3|2e0|i	True	True	False	2	2	1	chr9	-	123583742-123586910;123583742-123586772;123583742-123583743	123583633-123583742;123583743-123586407;123586408-123586963;123586408-123586963	;;;	;;;	(123583743, 123586407)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/21_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PSMD5
PSMD5	ENSG00000095261	ENSG00000095261:123586408-123586963:target	0.00835052322804;0.411137871005;-0.434257425644	0.00025838536586;0.999992586871;1.0	0.121;0.432;0.448	0.165;0.832;0.025	s|1e1.1o2|2e1.1o2|3e0|i	True	True	False	2	2	1	chr9	-	123583742-123586910;123583742-123586772;123586407-123586408	123583633-123583742;123583633-123583742;123583743-123586407;123586408-123586963	;;;	;;;	(123583743, 123586407)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/21_T4_N_T4_17.deltapsi_quantify_deltapsi.html#PSMD5
TRBV30	ENSG00000237254	ENSG00000237254:142510271-142510562:source	0.486551736587;-0.486551736587	0.999999999528;0.999999999528	0.416;0.584	0.890;0.110	t|1e1.1o1|i	False	False	False	1	2	1	chr7	-	142510562-142510930;142510562-142510563	142510271-142510562;142510563-142510929;142510930-142511084	;;	;;	(142510563, 142510929)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/126_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TRBV30
TRBV30	ENSG00000237254	ENSG00000237254:142510930-142511084:target	0.395838907033;-0.395838907033	0.999983677294;0.999983677294	0.405;0.595	0.791;0.209	s|1e1.1o1|i	False	False	False	1	2	1	chr7	-	142510562-142510930;142510929-142510930	142510271-142510562;142510563-142510929;142510930-142511084	;;	;;	(142510563, 142510929)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsTH17//summaries/126_T4_N_T4_17.deltapsi_quantify_deltapsi.html#TRBV30
