#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	T4_N E(PSI)	T4_EM E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
NUP88	ENSG00000108559	ENSG00000108559:5322674-5323480:target	-9.91695787234e-05;-0.000904769163876;3.54233171121e-09;0.30653788018;-0.242629422263	9.06511755504e-16;3.20157013825e-11;4.07527283796e-18;0.999276976353;0.997372074149	0.028;0.092;0.025;0.599;0.262	0.026;0.079;0.025;0.898;0.025	s|1e1.1o1|1e2.2o3|1e2.3o3|1e3.1o1|i	False	True	True	4	4	1	chr17	-	5322064-5322674;5321461-5322674;5321436-5322674;5320002-5322674;5322673-5322674	5319833-5320002;5321335-5321549;5321335-5321549;5322024-5322064;5322065-5322673;5322674-5323480	;;;;;	;;;;;	(5322065, 5322673)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/36_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NUP88
NUP88	ENSG00000108559	ENSG00000108559:5312053-5312229:target	0.213216614511;-0.213216614511	0.780681414191;0.780681414191	0.701;0.299	0.909;0.091	s|1e0|2e1.1o2|2e1.2o2	True	True	False	2	2	1	chr17	-	5308563-5312053;5308447-5312053	5308377-5308563;5308377-5308563;5312053-5312229	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/36_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NUP88
SEC16A	ENSG00000148396	ENSG00000148396:139342021-139342132:source	0.28937298505;-0.28937298505	0.999999996084;0.999999996084	0.693;0.307	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr9	-	139342132-139342305;139342132-139342133	139342021-139342132;139342133-139342304;139342305-139342361	;;	;;	(139342133, 139342304)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/85_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SEC16A
ATP2C1	ENSG00000017260	ENSG00000017260:130694176-130694332:source	-0.194238786241;-0.00140875964483;1.50864752211e-09;0.21879143475	0.635477389374;4.39251350605e-05;4.07527153778e-18;0.809373871201	0.563;0.325;0.025;0.110	0.368;0.307;0.025;0.324	s|1e1.1o1|1e2.2o2|1e3.1o2|1e3.2o2	False	True	True	4	4	1	chr3	+	130694332-130698093;130694332-130699426;130694332-130711775;130694332-130711795	130694176-130694332;130698093-130698263;130699414-130699523;130711775-130711845;130711775-130711845	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/3_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ATP2C1
BTN2A1	ENSG00000112763	ENSG00000112763:26459709-26460056:source	0.00124760153171;0.238904203475;-0.231188749164	1.18897182689e-05;0.919308520056;0.984895472151	0.585;0.166;0.250	0.600;0.398;0.025	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr6	+	26460056-26463025;26460056-26463472;26460056-26460057	26459709-26460056;26460057-26463024;26463025-26463125;26463472-26463753	;;;	;;;	(26460057, 26463024)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/42_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#BTN2A1
BTN2A1	ENSG00000112763	ENSG00000112763:26463025-26463125:target	0.278710019768;-0.278710019767	0.999899366577;0.999899366577	0.703;0.297	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr6	+	26460056-26463025;26463024-26463025	26459709-26460056;26460057-26463024;26463025-26463125	;;	;;	(26460057, 26463024)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/42_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#BTN2A1
PDE7A	ENSG00000205268	ENSG00000205268:66651737-66651832:target	-0.000567582342718;0.121339835163;0.186170956338;1.50305964049e-05;-0.267568091321	7.40485741667e-12;0.0233963031573;0.586299875523;4.10746983211e-18;0.999999878655	0.125;0.030;0.526;0.025;0.286	0.115;0.154;0.709;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o2|i	False	False	True	4	5	1	chr8	-	66649698-66651737;66648607-66651737;66647129-66651737;66639536-66651737;66651736-66651737	66639405-66640392;66647029-66647129;66648463-66648607;66649628-66649698;66649699-66651736;66651737-66651832	;;;;;	;;;;;	(66649699, 66651736)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PDE7A
PDE7A	ENSG00000205268	ENSG00000205268:66651737-66651832:source	0.267246198911;-0.267246198911	0.999996574016;0.999996574016	0.714;0.286	0.975;0.025	t|1e1.1o1|i	False	False	False	1	2	1	chr8	-	66651832-66657642;66651832-66651833	66651737-66651832;66651833-66657641;66657642-66657705	;;	;;	(66651833, 66657641)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PDE7A
PDE7A	ENSG00000205268	ENSG00000205268:66657642-66657705:target	0.216226295155;-0.216226295155	0.966298465674;0.966298465674	0.764;0.236	0.975;0.025	s|1e1.1o1|i	False	False	False	1	2	1	chr8	-	66651832-66657642;66657641-66657642	66651737-66651832;66651833-66657641;66657642-66657705	;;	;;	(66651833, 66657641)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/133_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PDE7A
KDSR	ENSG00000119537	ENSG00000119537:61006033-61006116:target	-0.239894044421;0.239894044421	0.897372930696;0.897372930696	0.789;0.211	0.555;0.445	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr18	-	61002591-61006033;60999134-61006033	60994959-60999134;61002490-61003256;61006033-61006116	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/49_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KDSR
KDSR	ENSG00000119537	ENSG00000119537:60994959-60999134:source	0.230460081797;-0.230460081797	0.842645501;0.842645501	0.245;0.755	0.470;0.530	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr18	-	60999134-61006033;60999134-61002490	60994959-60999134;61002490-61003256;61006033-61006116	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/49_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KDSR
R3HDM2	ENSG00000179912	ENSG00000179912:57650197-57650294:source	0.263014443681;-0.263014443681	0.999908175517;0.999908175517	0.719;0.281	0.975;0.025	t|1e1.2o2|i	False	False	False	1	2	1	chr12	-	57650294-57651773;57650294-57650295	57650197-57650294;57650295-57651772;57651773-57651920	;;	;;	(57650295, 57651772)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/117_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#R3HDM2
LAT	ENSG00000213658	ENSG00000213658:28997978-28998035:target	-0.230408234794;0.230408234794	0.80401696014;0.80401696014	0.701;0.299	0.476;0.524	t|1e1.1o1|i	False	False	False	1	2	1	chr16	+	28997890-28997978;28997977-28997978	28997861-28997890;28997891-28997977;28997978-28998035	;;	;;	(28997891, 28997977)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/135_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#LAT
CYFIP2	ENSG00000055163	ENSG00000055163:156816045-156816636:target	-1.79723293512e-12;4.2594404124e-07;0.214761305022;1.46536708063e-09;-0.181373347669	4.07526450796e-18;4.07617530105e-18;0.904321532796;4.07526763754e-18;0.534847912171	0.025;0.025;0.759;0.025;0.202	0.025;0.025;0.968;0.025;0.025	t|1e2.1o2|2e1.1o1|2e2.1o2|2e3.1o1|i	True	True	True	4	4	1	chr5	+	156810367-156816045;156809670-156816197;156810367-156816197;156811538-156816197;156816044-156816045	156809598-156809670;156810240-156810588;156810240-156810588;156811314-156811538;156811539-156816044;156816045-156816636	;;;;;	;;;;;	(156811539, 156816044)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/7_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CYFIP2
CEP95	ENSG00000258890	ENSG00000258890:62502706-62503234:source	0.457129067718;6.54277712936e-05;-0.436560831752	1.0;3.18741760247e-16;1.0	0.527;0.025;0.451	0.973;0.027;0.025	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr17	+	62503234-62504710;62503234-62504814;62503234-62503235	62502706-62503234;62503235-62504316;62504710-62504838;62504710-62504838	;;;	;;;	(62503235, 62504316)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/143_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CEP95
TRAF3IP3	ENSG00000009790	ENSG00000009790:209953815-209953951:source	0.20616915134;2.79592714972e-09;-0.000205340740789;-0.152303239432	0.945457532188;4.0752704845e-18;4.51141318947e-18;0.0299196425634	0.774;0.025;0.030;0.173	0.975;0.025;0.025;0.025	s|1e1.2o3|1e1.3o3|1e2.1o2|i	False	True	True	3	3	1	chr1	+	209953951-209954690;209953951-209954695;209953951-209955401;209953951-209953952	209953815-209953951;209953952-209954183;209954184-209954803;209954184-209954803;209955401-209955668	;;;;	;;;;	(209953952, 209954183)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/2_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TRAF3IP3
LINC01089	ENSG00000212694	ENSG00000212694:122237662-122237862:target	-0.06460709529;0.20242893082;-0.0688538758728	1.76944245042e-05;0.71069007177;0.0310926543066	0.131;0.632;0.235	0.041;0.831;0.126	s|1e0|2e1.1o1|2e2.2o2|3e0|i	True	False	True	2	3	1	chr12	-	122237563-122237753;122234148-122237753;122237661-122237662	122233799-122234785;122237078-122237563;122237564-122237661;122237662-122237862	;;;	;;;	(122237564, 122237661)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/134_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#LINC01089
LINC01089	ENSG00000212694	ENSG00000212694:122237662-122237862:source	0.530454834007;0.00252387574509;2.82519847161e-07;2.82519847161e-07;-0.550883046688	0.999999999999;3.96751644662e-06;4.6638206581e-15;4.6638206581e-15;1.0	0.370;0.075;0.025;0.025;0.562	0.887;0.108;0.025;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	False	False	True	4	5	1	chr12	-	122237862-122239613;122237862-122239478;122237862-122239206;122237862-122238754;122237862-122237863	122237662-122237862;122237863-122238753;122238754-122238913;122239206-122239348;122239478-122239514;122239613-122240510	;;;;;	;;;;;	(122237863, 122238753)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/134_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#LINC01089
SPPL2B	ENSG00000005206	ENSG00000005206:2343697-2344037:target	4.39909610638e-08;0.274029472191;-0.250521569867	4.07539019131e-18;0.999999260788;0.999928884269	0.025;0.708;0.269	0.025;0.975;0.025	t|1e1.1o2|2e1.1o2|i	True	True	False	2	2	1	chr19	+	2343290-2343697;2343290-2343963;2343696-2343697	2342720-2343291;2342720-2343291;2343292-2343696;2343697-2344037	;;;	;;;	(2343292, 2343696)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/0_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SPPL2B
ANO8	ENSG00000074855	ENSG00000074855:17441637-17441800:source	-0.00275842393997;0.257806068617;-0.198921345238	6.79040111274e-08;0.967401694394;0.730589493547	0.084;0.696;0.219	0.051;0.947;0.025	t|1e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr19	-	17441800-17441924;17441798-17441897;17441800-17441801	17441637-17441800;17441801-17441896;17441897-17442024;17441897-17442024	;;;	;;;	(17441801, 17441896)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/12_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANO8
ANO8	ENSG00000074855	ENSG00000074855:17441897-17442024:target	-0.00245796867686;0.290504708598;-0.234636120122	2.64687418874e-08;0.995516086013;0.963894201452	0.082;0.664;0.254	0.051;0.947;0.025	s|1e1.1o2|2e1.2o2|i	True	True	False	2	2	1	chr19	-	17441800-17441924;17441798-17441897;17441896-17441897	17441637-17441800;17441637-17441800;17441801-17441896;17441897-17442024	;;;	;;;	(17441801, 17441896)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/12_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ANO8
SDR39U1	ENSG00000100445	ENSG00000100445:24911304-24911487:source	-0.225037639763;0.225037639763	0.79124172911;0.79124172911	0.658;0.342	0.436;0.564	t|1e0|2e0|3e1.1o2|i	False	True	False	1	2	1	chr14	-	24911466-24911552;24911487-24911488	24911304-24911487;24911488-24911529;24911530-24911900	;;	;;	(24911488, 24911529)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/23_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#SDR39U1
KHNYN	ENSG00000100441	ENSG00000100441:24903306-24903402:target	0.220199628604;-0.220199628604	0.819541915076;0.819541915076	0.243;0.757	0.458;0.542	t|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24902238-24903306;24903305-24903306	24902142-24902238;24902239-24903305;24903306-24903402	;;	;;	(24902239, 24903305)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/23_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KHNYN
KAT5	ENSG00000172977	ENSG00000172977:65485815-65486246:target	0.356419741728;-0.356419741728	1.0;1.0	0.627;0.373	0.975;0.025	t|1e0|2e1.1o2|3e0|i	False	True	False	1	2	1	chr11	+	65484453-65486061;65485814-65485815	65484360-65484519;65484520-65485814;65485815-65486246	;;	;;	(65484520, 65485814)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KAT5
KAT5	ENSG00000172977	ENSG00000172977:65484360-65484519:source	0.209921441346;-0.209921441346	0.896784622656;0.896784622656	0.770;0.230	0.975;0.025	s|1e1.2o3|2e0|i	True	False	False	1	2	1	chr11	+	65484453-65486061;65484519-65484520	65484360-65484519;65484520-65485814;65485815-65486246	;;	;;	(65484520, 65485814)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#KAT5
RPS14	ENSG00000164587	ENSG00000164587:149827037-149827146:target	0.210839676315;-0.210839676315	0.789795400121;0.789795400121	0.413;0.587	0.619;0.381	s|1e1.1o3|i	False	False	False	1	2	1	chr5	-	149826526-149827037;149827036-149827037	149826365-149826526;149826527-149827036;149827037-149827146	;;	;;	(149826527, 149827036)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/100_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#RPS14
TAF6L	ENSG00000162227	ENSG00000162227:62546341-62546435:target	-0.254947822832;0.254947822832	0.893729575423;0.893729575423	0.422;0.578	0.173;0.827	t|1e1.1o2|i	False	False	False	1	2	1	chr11	+	62545807-62546341;62546340-62546341	62545757-62546260;62546261-62546340;62546341-62546435	;;	;;	(62546261, 62546340)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/95_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#TAF6L
CD55	ENSG00000196352	ENSG00000196352:207498967-207499066:source	0.237074892959;-0.237074892959	0.938460130415;0.938460130415	0.551;0.449	0.782;0.218	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr1	+	207499066-207500097;207499066-207500141	207498967-207499066;207500097-207500182;207500097-207500182	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/126_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CD55
CD55	ENSG00000196352	ENSG00000196352:207510674-207511004:target	-0.306259886344;0.164645087476;0.113755142878	0.99999528755;0.217068787074;0.0171491269012	0.875;0.025;0.121	0.577;0.186;0.234	t|1e1.2o3|1e1.3o3|i	True	False	False	2	2	1	chr1	+	207510163-207510674;207510595-207510674;207510673-207510674	207510038-207510595;207510038-207510595;207510596-207510673;207510674-207511004	;;;	;;;	(207510596, 207510673)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/126_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CD55
CD55	ENSG00000196352	ENSG00000196352:207510038-207510595:source	-0.282429495462;0.171228407857;0.0702942546447	0.999661581884;0.340072276452;0.000303657509058	0.873;0.025;0.124	0.597;0.192;0.210	s|1e0|2e1.1o1|3e1.1o1|i	True	True	False	2	2	1	chr1	+	207510163-207510674;207510595-207510674;207510595-207510596	207510038-207510595;207510596-207510673;207510674-207511004;207510674-207511004	;;;	;;;	(207510596, 207510673)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/126_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CD55
ITPA	ENSG00000125877	ENSG00000125877:3202399-3202563:target	0.365706212287;-0.00696486470059;-0.302068238801	0.999999709661;1.45636876809e-11;0.999992639191	0.617;0.067;0.320	0.973;0.026;0.025	t|1e0|2e1.2o3|2e2.1o1|i	False	True	True	2	3	1	chr20	+	3199278-3202487;3202112-3202487;3202398-3202399	3199163-3199737;3202102-3202112;3202113-3202398;3202399-3202563	;;;	;;;	(3202113, 3202398)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/55_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#ITPA
UBTF	ENSG00000108312	ENSG00000108312:42287686-42287841:source	-0.0563515410431;0.242383656637;-0.144694564754	8.84096128987e-15;0.996710626284;0.00616068484573	0.096;0.738;0.166	0.025;0.974;0.025	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr17	-	42287841-42288407;42287841-42288160;42287841-42287842	42287686-42287841;42287842-42288159;42288160-42288370;42288407-42288520	;;;	;;;	(42287842, 42288159)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/35_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#UBTF
CHD1	ENSG00000153922	ENSG00000153922:98230301-98230390:target	-0.463341505339;-0.0457072894231;0.507434888109	1.0;3.43647312794e-13;1.0	0.922;0.077;0.025	0.471;0.025;0.520	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr5	-	98229310-98230301;98229216-98230301;98230300-98230301	98229120-98229310;98229120-98229310;98229311-98230300;98230301-98230390	;;;	;;;	(98229311, 98230300)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/88_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CHD1
CHD1	ENSG00000153922	ENSG00000153922:98229120-98229310:source	-0.439314099195;-0.0472072907942;0.481820862489	1.0;2.99134428307e-13;1.0	0.922;0.078;0.025	0.494;0.025;0.495	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr5	-	98229310-98230301;98229216-98230301;98229310-98229311	98229120-98229310;98229311-98230300;98230301-98230390;98230301-98230390	;;;	;;;	(98229311, 98230300)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/88_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CHD1
USP33	ENSG00000077254	ENSG00000077254:78180299-78180602:target	0.277678193551;-0.277678193551	0.999925498482;0.999925498482	0.704;0.296	0.975;0.025	s|1e1.2o2|i	False	False	False	1	2	1	chr1	-	78178966-78180299;78180298-78180299	78178885-78179193;78179699-78180298;78180299-78180602	;;	;;	(78179699, 78180298)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/14_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#USP33
DNMT1	ENSG00000130816	ENSG00000130816:10270518-10270598:source	-0.205827026221;0.205827026221	0.858359494423;0.858359494423	0.975;0.025	0.774;0.226	t|1e1.1o2|i	False	False	False	1	2	1	chr19	-	10270598-10270694;10270598-10270599	10270518-10270598;10270599-10270619;10270620-10270939	;;	;;	(10270599, 10270619)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/60_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DNMT1
DNMT1	ENSG00000130816	ENSG00000130816:10252373-10252896:source	0.200768004124;-0.200768004124	0.797018828569;0.797018828569	0.676;0.324	0.872;0.128	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	0	chr19	-	10252896-10254442;10252896-10253495	10252373-10252896;10253495-10253572;10254442-10255430	;;	;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/60_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#DNMT1
CHD2	ENSG00000173575	ENSG00000173575:93538983-93539156:target	0.481642167196;-0.481642167196	1.0;1.0	0.505;0.495	0.975;0.025	t|1e1.1o2|i	False	False	False	1	2	1	chr15	+	93536228-93538983;93538982-93538983	93536089-93536344;93536345-93538982;93538983-93539156	;;	;;	(93536345, 93538982)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/111_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CHD2
PSMG4	ENSG00000180822	ENSG00000180822:3259128-3259430:source	0.234011642221;-0.235312853668;2.09007355525e-07;2.09007355525e-07	0.846838772324;0.853636898658;9.99142923122e-16;9.99142923122e-16	0.642;0.356;0.025;0.025	0.871;0.125;0.025;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr6	+	3259430-3263918;3259430-3267825;3259430-3282470;3259430-3290033	3259128-3259430;3263918-3263993;3267825-3268284;3282470-3282564;3290033-3292218	;;;;	;;;;		file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/118_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#PSMG4
CLSTN3	ENSG00000139182	ENSG00000139182:7284982-7285742:target	0.384498763207;-8.895905605e-10;-8.895905605e-10;-8.895905605e-10;-8.895905605e-10;-0.381183817943	0.999999999729;4.07526644079e-18;4.07526644079e-18;4.07526644079e-18;4.07526644079e-18;0.999999999497	0.600;0.025;0.025;0.025;0.025;0.397	0.975;0.025;0.025;0.025;0.025;0.025	t|1e0|2e0|3e1.1o1|3e2.1o1|3e3.1o1|3e4.1o1|3e5.1o1|i	False	True	True	5	6	1	chr12	+	7283308-7285620;7283409-7285620;7283780-7285620;7283951-7285620;7284434-7285620;7284981-7284982	7283176-7283308;7283351-7283409;7283684-7283780;7283916-7283951;7284382-7284434;7284435-7284981;7284982-7285742	;;;;;;	;;;;;;	(7284435, 7284981)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/74_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#CLSTN3
NUP155	ENSG00000113569	ENSG00000113569:37326003-37326069:source	-0.750463694216;0.750463694216	1.0;1.0	0.975;0.025	0.243;0.757	t|1e1.1o1|i	False	False	False	1	2	1	chr5	-	37326069-37327731;37326069-37326070	37326003-37326069;37326070-37327730;37327731-37327878	;;	;;	(37326070, 37327730)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/42_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NUP155
NUP155	ENSG00000113569	ENSG00000113569:37327731-37327878:source	-0.280495669385;0.280495669385	0.999804140137;0.999804140137	0.975;0.025	0.702;0.298	t|1e1.1o1|i	False	False	False	1	2	1	chr5	-	37327878-37328460;37327878-37327879	37327731-37327878;37327879-37328459;37328460-37328522	;;	;;	(37327879, 37328459)	file:///data/THelper/ranzani_2015/./voila/dpsi/T4_NvsEM//summaries/42_T4_N_T4_EM.deltapsi_quantify_deltapsi.html#NUP155
