#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th2_e_A E(PSI)	Th17_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
NADK	ENSG00000008130	ENSG00000008130:1687942-1688096:source	1.6626624523e-07;-0.302961986557;0.000206696149957;2.48314467222e-05;0.223430436293	6.28889547372e-12;0.908383873363;7.29567800241e-08;9.7901401055e-10;0.715152120202	0.025;0.770;0.025;0.025;0.222	0.025;0.464;0.038;0.027;0.478	t|1e1.2o2|2e0|2e1.1o2|2e2.1o3|2e2.3o3|i	True	True	True	4	3	1	chr1	-	1688096-1688546;1688047-1688620;1688047-1688218;1688047-1688178;1688096-1688097	1687942-1688096;1688097-1688177;1688178-1688463;1688178-1688463;1688546-1688749;1688546-1688749	;;;;;	;;;;;	(1688097, 1688177)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NADK
NADK	ENSG00000008130	ENSG00000008130:1688546-1688749:target	0.326581692194;-0.330995720481;1.84850270857e-06;1.25503740857e-06	0.98510429601;0.9845886739;1.49330537131e-09;9.18481807173e-10	0.030;0.966;0.025;0.025	0.349;0.643;0.025;0.025	s|1e1.2o2|1e2.2o2|2e2.1o2|i	True	True	True	3	3	1	chr1	-	1688321-1688620;1688047-1688620;1688096-1688546;1688545-1688546	1687942-1688096;1687942-1688096;1688178-1688463;1688464-1688545;1688546-1688749	;;;;	;;;;	(1688464, 1688545)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NADK
BZRAP1	ENSG00000005379	ENSG00000005379:56381699-56381760:source	-0.236481130469;0.236481130469	0.822196100138;0.822196100138	0.972;0.028	0.737;0.263	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	56381760-56382422;56381760-56381972	56381699-56381760;56381972-56382084;56382422-56382532	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BZRAP1
RRBP1	ENSG00000125844	ENSG00000125844:17623624-17623772:source	-2.53345176801e-05;-0.238330105272;0.243055756217	1.65920662039e-06;0.747932087326;0.763527934783	0.028;0.268;0.720	0.026;0.026;0.972	t|1e1.1o2|1e2.1o2|1e2.2o2	True	False	True	3	3	0	chr20	-	17623772-17660644;17623772-17639250;17623772-17639241	17623624-17623772;17639241-17639732;17639241-17639732;17660640-17660720	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/12_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RRBP1
RRBP1	ENSG00000125844	ENSG00000125844:17639241-17639732:target	-0.235545648799;0.240701506471;-2.61919384163e-05	0.736791370629;0.754654080056;1.66049488712e-06	0.266;0.722;0.028	0.026;0.972;0.026	s|1e1.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	0	chr20	-	17623772-17639250;17623772-17639241;17614258-17639241	17614105-17614258;17623624-17623772;17623624-17623772;17639241-17639732	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/12_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RRBP1
PARP16	ENSG00000138617	ENSG00000138617:65553223-65553364:target	0.368615360909;-0.368615360909	0.992085405391;0.992085405391	0.029;0.971	0.389;0.611	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr15	-	65551883-65553223;65551880-65553223	65550432-65551883;65550432-65551883;65553223-65553364	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/16_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PARP16
SRSF10	ENSG00000188529	ENSG00000188529:24304280-24304427:target	0.30256495407;-0.0407613994088;-7.99405225984e-05;5.80990867735e-06;-0.0178882394702	0.867885914344;0.107776969346;2.74576287496e-07;5.73890796741e-08;0.0484822674414	0.103;0.239;0.031;0.025;0.629	0.420;0.082;0.026;0.026;0.488	s|1e1.3o3|1e2.1o6|1e2.4o6|1e2.6o6|2e0|i	True	True	True	4	3	1	chr1	-	24303943-24304401;24301570-24304401;24301560-24304401;24301541-24304401;24304279-24304280	24301464-24301570;24301464-24301570;24301464-24301570;24303760-24304142;24304143-24304279;24304280-24304427	;;;;;	;;;;;	(24304143, 24304279)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/30_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SRSF10
LUC7L	ENSG00000007392	ENSG00000007392:279278-279462:target	0.200056283825;-0.207295727242;7.21098906544e-06	0.628923175817;0.653043291081;3.95461477146e-08	0.619;0.375;0.025	0.877;0.115;0.026	s|1e1.1o1|1e2.4o4|1e3.2o2	False	False	True	3	4	0	chr16	-	278401-279278;277335-279278;258187-279278	258077-258507;277241-277685;277986-278401;279278-279462	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/0_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LUC7L
SLC25A44	ENSG00000160785	ENSG00000160785:156169626-156170019:target	0.251465770628;-0.251465770628	0.78688897828;0.78688897828	0.661;0.339	0.942;0.058	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	+	156164038-156169626;156169512-156169626	156163880-156164038;156165996-156169512;156169626-156170019	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SLC25A44
OSBPL3	ENSG00000070882	ENSG00000070882:24892123-24892253:target	0.254010399878;-0.254010399878	0.879395284495;0.879395284495	0.723;0.277	0.973;0.027	s|1e1.2o2|1e2.1o1	False	False	True	2	3	0	chr7	-	24888795-24892123;24882032-24892123	24881898-24882032;24888688-24888955;24892123-24892253	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/2_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#OSBPL3
RAB11FIP1	ENSG00000156675	ENSG00000156675:37727905-37728046:source	0.287021466198;-0.287021466198	0.96206042598;0.96206042598	0.689;0.311	0.971;0.029	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr8	-	37728046-37732033;37728046-37728796	37727905-37728046;37728796-37730796;37732033-37732840	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/19_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#RAB11FIP1
KIAA0195	ENSG00000177728	ENSG00000177728:73488555-73489001:target	-1.7188629474e-06;0.206008227102;-0.22033165451;0.00215464016492	2.24238530171e-09;0.689500807569;0.671725390343;0.0021643020918	0.025;0.055;0.764;0.177	0.025;0.284;0.489;0.223	t|1e1.2o3|1e2.1o2|1e2.2o2|1e3.2o2|2e0	True	True	True	4	4	1	chr17	+	73487536-73488555;73487933-73488555;73487981-73488555;73488418-73488555	73487384-73487548;73487772-73487981;73487772-73487981;73488285-73488418;73488555-73489001	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/26_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KIAA0195
KIAA0195	ENSG00000177728	ENSG00000177728:73487772-73487981:source	0.0220842349626;0.235556284229;-0.000134131490057;-0.344823870281	0.0213795760915;0.774480482322;1.03024939471e-06;0.953554703324	0.035;0.063;0.035;0.876	0.144;0.319;0.025;0.533	s|1e1.2o3|1e2.1o2|2e1.2o3|2e2.1o2	True	True	True	4	3	1	chr17	+	73487933-73488320;73487933-73488555;73487981-73488320;73487981-73488555	73487772-73487981;73488285-73488418;73488285-73488418;73488555-73489001;73488555-73489001	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/26_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#KIAA0195
BOLA1	ENSG00000178096	ENSG00000178096:149871013-149871283:source	-0.000627059859057;-0.0755620716563;-1.11758356122e-05;0.205664010826	0.000201663098541;0.221282027016;3.39430623903e-06;0.608558089988	0.060;0.873;0.028;0.060	0.027;0.637;0.027;0.346	s|1e1.1o3|1e1.2o3|1e1.3o3|2e1.1o3	True	True	False	4	2	0	chr1	+	149871225-149871396;149871225-149871563;149871225-149871676;149871283-149871396	149871013-149871283;149871396-149872351;149871396-149872351;149871396-149872351;149871396-149872351	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/27_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#BOLA1
GPR89B	ENSG00000188092	ENSG00000188092:147400506-147400691:source	-1.44158996522e-05;0.292326352422;0.000118475735024;-0.248535870531;-1.44158996522e-05	8.30914281951e-07;0.873249365202;0.000136911842065;0.710110721447;8.30914281951e-07	0.027;0.051;0.059;0.880;0.027	0.025;0.359;0.062;0.571;0.025	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	False	True	True	5	5	1	chr1	+	147400691-147400986;147400691-147404710;147400691-147404713;147400691-147408741;147400691-147410828	147400506-147400691;147400986-147400996;147404710-147404755;147404710-147404755;147408741-147408800;147410828-147410931	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/30_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GPR89B
CTD-2020K17.1	ENSG00000267121	ENSG00000267121:43296717-43296999:source	0.491428809818;-0.00206736857544;-9.95115361601e-06;-0.4386203992	0.996727818806;0.00221336527661;1.59688992171e-07;0.996353729657	0.348;0.160;0.026;0.485	0.828;0.110;0.025;0.057	t|1e1.1o2|2e1.1o2|3e1.1o2|i	True	True	False	3	2	1	chr17	-	43296999-43297635;43296921-43297635;43296862-43297635;43296999-43297000	43296717-43296999;43297000-43297101;43297634-43297821;43297634-43297821;43297634-43297821	;;;;	;;;;	(43297000, 43297101)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/34_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#CTD-2020K17.1
LAT	ENSG00000213658	ENSG00000213658:28997861-28997890:source	0.253315581328;-0.253315581328	0.772758398605;0.772758398605	0.495;0.505	0.764;0.236	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	28997890-28997978;28997890-28997891	28997861-28997890;28997891-28997977;28997978-28998035	;;	;;	(28997891, 28997977)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/32_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#LAT
SLC20A1	ENSG00000144136	ENSG00000144136:113409847-113410375:source	0.305703819384;-0.241885075322;-0.00018597280004	0.910664791518;0.732751291876;4.21847219194e-06	0.045;0.923;0.038	0.354;0.640;0.026	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr2	+	113410375-113410466;113410375-113414699;113410375-113410376	113409847-113410375;113410376-113410465;113410466-113410932;113414699-113414818	;;;	;;;	(113410376, 113410465)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/17_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#SLC20A1
ATG13	ENSG00000175224	ENSG00000175224:46638826-46639503:source	-0.0362647817368;0.000273248146218;3.90577531519e-08;3.90577531519e-08;-0.000123084042289;-0.00505081279702;0.218068806622;3.90577531519e-08;3.90577531519e-08	0.0937283668761;2.04260057643e-06;6.03836763309e-13;6.03836763309e-13;1.20222692199e-08;0.00817918636219;0.748271327718;6.03836763309e-13;6.03836763309e-13	0.371;0.055;0.025;0.025;0.034;0.469;0.066;0.025;0.025	0.229;0.065;0.025;0.025;0.026;0.398;0.288;0.025;0.025	s|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o2|1e4.1o1|1e5.1o2|1e6.1o1|2e5.2o2	True	True	True	9	7	0	chr11	+	46639440-46639810;46639440-46639875;46639440-46642592;46639440-46642610;46639440-46646851;46639440-46651595;46639440-46665829;46639440-46666889;46639503-46665831	46638826-46639503;46639810-46639925;46639810-46639925;46642592-46642707;46642592-46642707;46646851-46646967;46651595-46651650;46665829-46665881;46665829-46665881;46666889-46666969	;;;;;;;;;	;;;;;;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/26_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATG13
ARNTL	ENSG00000133794	ENSG00000133794:13371492-13371617:target	-0.00011974829598;0.313226602591;-0.325359059508;5.46954574639e-05	3.03600156261e-06;0.834541090197;0.859538766231;9.12013210582e-08	0.037;0.317;0.644;0.026	0.030;0.658;0.296;0.030	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr11	+	13299470-13371492;13331606-13371492;13348014-13371492;13367983-13371492	13299325-13299470;13331533-13331606;13347960-13348014;13367973-13367983;13371492-13371617	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/14_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ARNTL
NEU3	ENSG00000162139	ENSG00000162139:74716458-74718743:target	-0.10335963372;0.239904430885;-0.00450071774876;3.26436028615e-05	0.315847342073;0.653476489804;0.00272988005684;8.33481874782e-06	0.313;0.577;0.103;0.026	0.073;0.904;0.029;0.029	t|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr11	+	74700199-74716458;74705765-74716458;74709005-74716458;74715450-74716458	74699970-74700199;74705554-74706088;74708995-74709005;74715350-74715450;74716458-74718743	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/21_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NEU3
THOC5	ENSG00000100296	ENSG00000100296:29945041-29945147:source	-0.167629618274;-0.00138087633267;0.270351420601	0.533089651131;0.000151260951818;0.791426742627	0.306;0.072;0.622	0.059;0.029;0.930	t|1e1.1o1|1e2.1o1|1e3.1o1|2e0|3e0	False	True	True	3	4	0	chr22	-	29945147-29949660;29945147-29949437;29945147-29946717	29945041-29945147;29946717-29946832;29949437-29949644;29949660-29950243	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/5_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#THOC5
TMEM183A	ENSG00000163444	ENSG00000163444:202977771-202977938:source	0.207150011767;-0.207150011767	0.660151294378;0.660151294378	0.590;0.410	0.841;0.159	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr1	+	202977938-202984017;202977938-202984020	202977771-202977938;202984017-202984700;202984017-202984700	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/22_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TMEM183A
C17orf75	ENSG00000108666	ENSG00000108666:30664916-30664975:source	8.75751343635e-08;-0.329814958223;0.32882620623	7.05525858737e-08;0.958409540451;0.96432820231	0.026;0.957;0.037	0.026;0.632;0.360	t|1e1.1o4|2e1.2o4|3e0|i	True	True	False	2	2	1	chr17	-	30664975-30665229;30664973-30665227;30664975-30664976	30664916-30664975;30664976-30665025;30665026-30665370;30665026-30665370	;;;	;;;	(30664976, 30665025)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C17orf75
TTC14	ENSG00000163728	ENSG00000163728:180335168-180335616:target	-0.324891283947;0.324891283947	0.828809314778;0.828809314778	0.490;0.510	0.126;0.874	t|1e1.1o2|i	False	False	False	1	2	1	chr3	+	180327791-180335168;180335167-180335168	180327418-180327956;180328769-180335167;180335168-180335616	;;	;;	(180328769, 180335167)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/22_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TTC14
NAGLU	ENSG00000108784	ENSG00000108784:40695046-40696467:target	-0.241495044988;0.203484987031;4.92958612548e-05	0.74825416719;0.620348086341;1.94984030441e-05	0.306;0.683;0.028	0.032;0.957;0.032	t|1e1.1o1|1e2.2o2|2e2.2o2	True	True	True	3	3	0	chr17	+	40690773-40695046;40693224-40695046;40693224-40695102	40690688-40690773;40692968-40693224;40692968-40693224;40695046-40696467	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/8_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NAGLU
TCF3	ENSG00000071564	ENSG00000071564:1610190-1610499:source	-0.21894257577;0.21894257577	0.756294647236;0.756294647236	0.267;0.733	0.039;0.961	t|1e1.3o4|i	False	False	False	1	2	1	chr19	-	1610499-1611703;1610499-1610500	1610190-1610499;1610500-1610965;1611509-1611848	;;	;;	(1610500, 1610965)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/2_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#TCF3
C12orf29	ENSG00000133641	ENSG00000133641:88435485-88436697:target	-0.232119550211;0.232119550211	0.701488002785;0.701488002785	0.308;0.692	0.034;0.966	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr12	+	88429515-88436602;88434042-88436602	88429223-88429515;88433925-88434042;88435485-88436697	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/14_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#C12orf29
MIAT	ENSG00000225783	ENSG00000225783:27064121-27072438:target	0.229731756354;-0.229731756354	0.681399846405;0.681399846405	0.081;0.919	0.362;0.638	t|1e1.18o18|1e2.1o1	False	False	True	2	3	0	chr22	+	27062900-27064121;27063273-27064121	27061421-27062900;27063148-27063273;27064121-27072438	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/33_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MIAT
ITGAE	ENSG00000083457	ENSG00000083457:3631213-3631320:target	-0.000704597368548;0.321190577612;-3.78823924477e-05;-0.230380205068	0.000225761090876;0.840477381418;3.07614092135e-06;0.653769571763	0.062;0.517;0.028;0.412	0.025;0.860;0.025;0.126	s|1e0|2e1.1o1|2e2.3o3|2e3.2o2|i	True	False	True	3	4	1	chr17	-	3628038-3631213;3627038-3631213;3623696-3631213;3631212-3631213	3623601-3623913;3626982-3627148;3627612-3628038;3628039-3631212;3631213-3631320	;;;;	;;;;	(3628039, 3631212)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ITGAE
ITGAE	ENSG00000083457	ENSG00000083457:3626982-3627148:target	-1.81553231063e-09;0.411004917638;-0.415234303597;0.000231597176316	1.69548733565e-18;0.999824682544;0.999714341703;6.72522075731e-09	0.025;0.231;0.671;0.096	0.025;0.632;0.266;0.098	s|1e1.1o2|1e1.2o2|1e2.2o2|i	False	True	True	3	3	1	chr17	-	3626692-3626982;3626677-3626982;3623696-3626982;3626981-3626982	3623601-3623913;3626582-3626692;3626582-3626692;3626693-3626981;3626982-3627148	;;;;	;;;;	(3626693, 3626981)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ITGAE
ITGAE	ENSG00000083457	ENSG00000083457:3623601-3623913:source	-6.52446655513e-09;-0.44924128557;0.444386749291;-6.52724049419e-09	2.22113172818e-18;0.997115591776;0.996450486966;2.22113172096e-18	0.025;0.739;0.258;0.025	0.025;0.301;0.691;0.025	t|1e0|2e1.2o2|2e2.1o1|2e3.1o1|2e4.1o2	False	True	True	4	5	1	chr17	-	3623696-3631213;3623696-3626982;3623696-3626582;3623696-3623844	3623601-3623913;3626582-3626692;3626982-3627148;3631213-3631320	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ITGAE
ITGAE	ENSG00000083457	ENSG00000083457:3626582-3626692:source	-2.11361767379e-06;0.272956969203;-0.270713332528	3.68029483496e-11;0.914818193812;0.910260325181	0.025;0.604;0.392	0.025;0.871;0.126	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr17	-	3626692-3626982;3626677-3626982;3626692-3626693	3626582-3626692;3626693-3626981;3626982-3627148;3626982-3627148	;;;	;;;	(3626693, 3626981)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/4_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ITGAE
NR2C2AP	ENSG00000184162	ENSG00000184162:19312867-19313207:target	0.292628454131;-0.000535043587428;2.44391586571e-05;-0.320379235529	0.772079153912;0.000798735296404;3.99825469812e-06;0.95035446672	0.552;0.095;0.026;0.345	0.898;0.081;0.028;0.028	s|1e1.1o3|2e1.1o3|2e1.2o3|2e1.3o3|3e0|4e0	True	True	False	4	2	1	chr19	-	19312856-19313146;19312856-19313140;19312850-19313140;19312848-19313140	19312448-19312856;19312448-19312856;19312448-19312856;19312448-19312856;19312867-19313207	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/28_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#NR2C2AP
PTPRC	ENSG00000081237	ENSG00000081237:198671516-198671659:source	0.218631807126;-0.218631807126	0.657346843154;0.657346843154	0.372;0.628	0.647;0.353	s|1e1.1o1|i	False	False	False	1	2	1	chr1	+	198671659-198672427;198671659-198671660	198671516-198671659;198671660-198672426;198672427-198673003	;;	;;	(198671660, 198672426)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/3_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PTPRC
PTPRC	ENSG00000081237	ENSG00000081237:198661476-198662335:source	1.77791961003e-08;3.29704598739e-06;0.258763910341;-0.284072222585	1.69552941399e-18;1.70416743609e-18;0.710664764466;0.76000732557	0.025;0.025;0.230;0.761	0.025;0.025;0.490;0.478	s|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1|2e0	True	False	True	4	5	0	chr1	+	198661502-198663147;198661502-198665841;198661502-198668693;198661502-198672427	198661476-198662335;198663147-198664300;198665841-198666038;198668693-198669275;198672427-198673003	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/3_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#PTPRC
HSCB	ENSG00000100209	ENSG00000100209:29139870-29139966:target	-0.271509708684;0.271509708684	0.865731185805;0.865731185805	0.962;0.038	0.686;0.314	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr22	+	29138319-29139870;29138716-29139870	29138019-29138319;29138667-29138716;29139870-29139966	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/5_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#HSCB
ATXN2L	ENSG00000168488	ENSG00000168488:28847647-28847811:source	-0.08534715303;-0.000245578734738;5.10234071287e-08;-0.000158847971079;0.213537642952	0.20301818668;4.97909105625e-11;8.62923389557e-16;1.33591937951e-11;0.7359275285	0.283;0.038;0.025;0.035;0.637	0.139;0.025;0.025;0.025;0.856	s|1e1.1o4|1e1.2o4|1e1.4o4|2e1.1o4|i	True	True	False	4	2	1	chr16	+	28847806-28848049;28847806-28848069;28847806-28848171;28847811-28848049;28847811-28847812	28847647-28847811;28847812-28848048;28848049-28848558;28848049-28848558;28848049-28848558;28848049-28848558	;;;;;	;;;;;	(28847812, 28848048)	file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/24_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#ATXN2L
GIMAP8	ENSG00000171115	ENSG00000171115:150174180-150176480:target	-0.247106836837;0.247106836837	0.799472795648;0.799472795648	0.275;0.725	0.027;0.973	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr7	+	150167962-150174180;150171726-150174180	150167917-150167962;150171100-150171726;150174180-150176480	;;	;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/25_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#GIMAP8
MRPL33	ENSG00000243147	ENSG00000243147:27995541-27995722:source	-0.329686585806;0.332409800484;-2.93740150279e-06	0.944364638713;0.948217735022;4.78896267761e-10	0.838;0.157;0.025	0.512;0.485;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr2	+	27995559-27997291;27995559-28002300;27995559-28005439	27995541-27995722;27997291-27997397;28002300-28002608;28005439-28005561	;;;	;;;		file:///data/THelper/./voila/dpsi/TH2e_TH17e//summaries/33_Th2_e_A_Th17_e_A.deltapsi_quantify_deltapsi.html#MRPL33
