#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th17_p_A E(PSI)	Th17_p_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
ADGRE5	ENSG00000123146	ENSG00000123146:14507062-14507285:source	0.210287633627;-0.210287633627	0.674848592061;0.674848592061	0.530;0.470	0.775;0.225	s|1e1.1o1|1e2.3o4	False	False	True	2	3	0	chr19	+	14507285-14507889;14507285-14508470	14507062-14507285;14507889-14508182;14508226-14508616	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/22_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ADGRE5
HLA-F	ENSG00000204642	ENSG00000204642:29693770-29693820:source	-0.24836079252;6.61412333435e-05;6.05500964605e-07;0.250900254351	0.771593147398;9.63816604041e-09;9.35775751935e-12;0.788530608084	0.797;0.026;0.025;0.177	0.535;0.029;0.025;0.438	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	3	4	1	chr6	+	29693820-29694180;29693820-29694660;29693820-29705899;29693820-29693821	29693770-29693820;29693821-29694179;29694180-29694305;29694660-29695073;29705899-29705965	;;;;	;;;;	(29693821, 29694179)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/58_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#HLA-F
SMG1	ENSG00000157106	ENSG00000157106:18849873-18850011:target	-0.255008537795;0.255008537795	0.857534554693;0.857534554693	0.968;0.032	0.702;0.298	s|1e1.1o1|i	False	False	False	1	2	1	chr16	-	18849788-18849873;18849872-18849873	18849679-18849788;18849789-18849872;18849873-18850011	;;	;;	(18849789, 18849872)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/40_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SMG1
SLC43A3	ENSG00000134802	ENSG00000134802:57194061-57194225:source	-2.31407389109e-06;-2.31407389109e-06;-2.31407389109e-06;-2.31407389109e-06;-2.31407389109e-06;-2.31407389109e-06;0.261908604845;-0.268961751718	1.77386691909e-07;1.77386691909e-07;1.77386691909e-07;1.77386691909e-07;1.77386691909e-07;1.77386691909e-07;0.786065715516;0.826700847624	0.026;0.026;0.026;0.026;0.026;0.026;0.655;0.324	0.025;0.025;0.025;0.025;0.025;0.025;0.943;0.041	t|1e0|2e4.1o1|2e5.1o1|3e0|4e0|4e1.1o1|4e2.1o2|4e2.2o2|4e3.1o1|4e4.1o1|4e5.1o1	True	True	True	8	6	0	chr11	-	57194223-57194535;57194223-57194359;57194125-57195016;57194125-57194881;57194125-57194845;57194125-57194732;57194125-57194535;57194125-57194359	57194061-57194225;57194359-57194516;57194359-57194516;57194535-57194594;57194535-57194594;57194732-57194817;57194845-57194969;57194845-57194969;57195016-57195053	;;;;;;;;	;;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/27_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SLC43A3
UBE3B	ENSG00000151148	ENSG00000151148:109927724-109927809:source	-0.245730044379;0.245730044379	0.783675279973;0.783675279973	0.303;0.697	0.041;0.959	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr12	+	109927809-109928295;109927809-109928850	109927724-109927809;109928295-109928527;109928850-109930542	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/37_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#UBE3B
RPL17	ENSG00000265681	ENSG00000265681:47014851-47014936:source	-0.251018920511;0.251018920511	0.678445728404;0.678445728404	0.567;0.433	0.247;0.753	t|1e1.5o6|i	False	False	False	1	2	1	chr18	-	47014936-47015729;47014936-47014937	47014851-47014936;47014937-47015534;47015535-47015920	;;	;;	(47014937, 47015534)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/62_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPL17
RPL17	ENSG00000265681	ENSG00000265681:47017996-47018210:target	0.368897687316;-0.000102579255338;-0.348192746815	0.879166695081;8.17619188993e-06;0.853806231092	0.396;0.034;0.575	0.788;0.030;0.197	s|1e1.2o2|2e2.1o1|i	True	False	True	2	3	1	chr18	-	47017954-47018106;47017815-47017996;47017995-47017996	47017420-47017815;47017902-47017956;47017957-47017995;47017996-47018210	;;;	;;;	(47017957, 47017995)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/62_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPL17
AUP1	ENSG00000115307	ENSG00000115307:74755878-74756063:source	0.257563045424;-0.257563045424	0.884569458512;0.884569458512	0.623;0.377	0.875;0.125	t|1e0|2e1.1o1|i	False	True	False	1	2	1	chr2	-	74756062-74756259;74756063-74756064	74755878-74756063;74756064-74756258;74756259-74756409	;;	;;	(74756064, 74756258)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/17_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#AUP1
CEP192	ENSG00000101639	ENSG00000101639:13068851-13068990:source	-0.217806258432;0.217806258432	0.724142248899;0.724142248899	0.974;0.026	0.758;0.242	s|1e1.1o1|i	False	False	False	1	2	1	chr18	+	13068990-13069088;13068990-13068991	13068851-13068990;13068991-13069087;13069088-13069180	;;	;;	(13068991, 13069087)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/11_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CEP192
RBM41	ENSG00000089682	ENSG00000089682:106357530-106358786:target	0.221280065017;-0.131016821399;-0.000787383166212	0.594180015689;0.366983275055;0.000136408134833	0.277;0.669;0.056	0.594;0.398;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	1	chrX	-	106356698-106358582;106332069-106358582;106312632-106358582	106312540-106312632;106331965-106332069;106356627-106356698;106357530-106358786	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/8_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RBM41
TYK2	ENSG00000105397	ENSG00000105397:10464204-10464322:target	0.200119112646;-0.200119112646	0.699641717452;0.699641717452	0.773;0.227	0.970;0.030	s|1e1.3o3|i	False	False	False	1	2	1	chr19	-	10463774-10464204;10464203-10464204	10463602-10463932;10463933-10464203;10464204-10464322	;;	;;	(10463933, 10464203)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TYK2
SP110	ENSG00000135899	ENSG00000135899:231042082-231042396:target	-0.0416319218555;-0.173180503525;0.374169074957	0.117122477933;0.572641887423;0.988976235354	0.632;0.273;0.095	0.474;0.066;0.460	s|1e1.1o1|1e2.2o2|2e0|i	True	False	True	2	3	1	chr2	-	231041440-231042254;231037675-231042254;231042081-231042082	231037560-231038230;231041189-231041440;231041441-231042081;231042082-231042396	;;;	;;;	(231041441, 231042081)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/28_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SP110
DHX30	ENSG00000132153	ENSG00000132153:47852147-47852201:source	-0.319614356808;0.297766793559;0.00038296559571	0.907769669024;0.854292080885;1.95360435249e-05	0.497;0.456;0.046	0.173;0.769;0.057	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chr3	+	47852201-47857453;47852201-47859512;47852201-47868837	47852147-47852201;47857453-47858462;47859512-47859607;47868837-47868967	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/25_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#DHX30
KDM6A	ENSG00000147050	ENSG00000147050:44922667-44923062:target	0.397680257361;-0.397680257361	0.962989753646;0.962989753646	0.496;0.504	0.891;0.109	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chrX	+	44920664-44922667;44921993-44922667	44920569-44920664;44921892-44921993;44922667-44923062	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/35_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#KDM6A
ARL6IP4	ENSG00000182196	ENSG00000182196:123465676-123465846:target	2.16268569033e-05;0.436101726123;-0.34915130232;-0.00861508876201;2.00454362274e-05	3.92959701167e-07;0.988788766291;0.911856893075;1.72855355064e-05;3.93005067923e-07	0.025;0.210;0.702;0.078;0.025	0.026;0.637;0.345;0.026;0.026	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|2e0|3e0	True	True	True	5	5	0	chr12	+	123464932-123465676;123465292-123465676;123465359-123465676;123465434-123465676;123465534-123465676	123464607-123464932;123465042-123465292;123465295-123465434;123465295-123465434;123465475-123465534;123465676-123465846	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/51_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#ARL6IP4
TRIM14	ENSG00000106785	ENSG00000106785:100872171-100872266:source	-0.255029452711;-0.00171701324754;0.293176114347	0.818371430672;0.000404989237986;0.97802804236	0.832;0.153;0.026	0.567;0.122;0.312	t|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr9	-	100872266-100881264;100872266-100872351;100872266-100872267	100872171-100872266;100872267-100872350;100872351-100872516;100881264-100881494	;;;	;;;	(100872267, 100872350)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/14_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TRIM14
RP11-468E2.4	ENSG00000259529	ENSG00000259529:24635056-24635171:target	-0.241525810655;0.241525810655	0.740402577981;0.740402577981	0.878;0.122	0.610;0.390	t|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24634164-24635056;24635055-24635056	24633823-24634164;24634165-24635055;24635056-24635171	;;	;;	(24634165, 24635055)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/62_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RP11-468E2.4
RP11-468E2.4	ENSG00000259529	ENSG00000259529:24633823-24634164:source	-0.291515130637;0.291515130637	0.875421063572;0.875421063572	0.892;0.108	0.596;0.404	s|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24634164-24635056;24634164-24634165	24633823-24634164;24634165-24635055;24635056-24635171	;;	;;	(24634165, 24635055)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/62_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RP11-468E2.4
MAPK12	ENSG00000188130	ENSG00000188130:50686319-50686574:source	-0.252435863985;0.252435863985	0.743751091;0.743751091	0.832;0.168	0.542;0.458	t|1e1.1o1|i	False	False	False	1	2	1	chr22	-	50686574-50686654;50686574-50686575	50686319-50686574;50686575-50686653;50686654-50686721	;;	;;	(50686575, 50686653)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MAPK12
MAPK12	ENSG00000188130	ENSG00000188130:50696672-50696730:target	5.90128207604e-06;-5.68000987044e-06;5.90128207604e-06;0.26136151302;-0.000688933467373;-0.198497366743	8.78027001282e-09;8.79316739501e-09;8.78027001282e-09;0.91026610972;1.02461414514e-07;0.685038716781	0.025;0.026;0.025;0.697;0.046;0.239	0.025;0.025;0.025;0.955;0.025;0.034	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e4.1o1|i	False	True	True	5	5	1	chr22	-	50696570-50696672;50696374-50696672;50696089-50696672;50695622-50696672;50695075-50696672;50696671-50696672	50695028-50695075;50695511-50695622;50695992-50696089;50696118-50696570;50696118-50696570;50696571-50696671;50696672-50696730	;;;;;;	;;;;;;	(50696571, 50696671)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#MAPK12
URI1	ENSG00000105176	ENSG00000105176:30433158-30433571:source	-0.249238862668;0.30843102292;-0.000361435533387	0.738435322717;0.87412910307;2.24698295988e-07	0.707;0.254;0.039	0.418;0.575;0.026	s|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1	chr19	+	30433571-30462100;30433571-30476130;30433571-30496268	30433158-30433571;30462000-30462134;30476130-30476208;30496268-30496359	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#URI1
GALK2	ENSG00000156958	ENSG00000156958:49493359-49493447:target	-0.297339416212;1.08061567546e-05;0.000290748575255;1.08061567546e-05;0.231694070477;1.08061567546e-05;1.08061567546e-05	0.811262405969;6.11140701511e-07;0.000889327941041;6.11140701511e-07;0.62448987663;6.11140701511e-07;6.11140701511e-07	0.446;0.025;0.093;0.025;0.447;0.025;0.025	0.114;0.026;0.101;0.026;0.766;0.026;0.026	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1	True	False	True	7	7	0	chr15	+	49448213-49493359;49451165-49493359;49454058-49493359;49462555-49493359;49462572-49493359;49462774-49493359;49487411-49493359	49447853-49448213;49451042-49451165;49453937-49454058;49462213-49462572;49462213-49462572;49462675-49462774;49487282-49487411;49493359-49493447	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/39_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GALK2
LRWD1	ENSG00000161036	ENSG00000161036:102113139-102113251:source	4.53462261708e-05;-0.216247904495;0.207760993848	9.83303767207e-07;0.674098399865;0.64880814112	0.025;0.948;0.047	0.028;0.701;0.288	s|1e1.1o2|1e1.2o2|i	False	True	False	2	2	1	chr7	+	102113251-102113329;102113251-102113356;102113251-102113252	102113139-102113251;102113252-102113328;102113329-102113615;102113329-102113615	;;;	;;;	(102113252, 102113328)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/41_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#LRWD1
SLC12A9	ENSG00000146828	ENSG00000146828:100457772-100458086:source	1.80665566924e-05;1.80665566924e-05;-0.479627228628;0.014118804684;0.307716135552	5.22649412342e-07;5.22649412342e-07;0.992908738449;0.0255023357308;0.79909784339	0.025;0.025;0.646;0.065;0.281	0.026;0.026;0.176;0.181;0.629	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|2e0|i	True	True	True	4	4	1	chr7	+	100457854-100458139;100457854-100458634;100457854-100458760;100457854-100459014;100458086-100458087	100457772-100458086;100458087-100458138;100458139-100458566;100458634-100458884;100458634-100458884;100459014-100459206	;;;;;	;;;;;	(100458087, 100458138)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/35_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SLC12A9
PITPNM1	ENSG00000110697	ENSG00000110697:67262909-67263073:target	9.28918508502e-08;0.200837527036;-0.0773275374348;-0.029389549059	6.76618941631e-15;0.687101699983;0.00074443504821;0.00200522492523	0.025;0.754;0.110;0.131	0.025;0.951;0.025;0.045	s|1e1.1o4|1e1.3o4|1e1.4o4|i	False	True	False	3	2	1	chr11	-	67262818-67262909;67262696-67262909;67262590-67262909;67262908-67262909	67262548-67262818;67262548-67262818;67262548-67262818;67262819-67262908;67262909-67263073	;;;;	;;;;	(67262819, 67262908)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/15_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PITPNM1
RPS19	ENSG00000105372	ENSG00000105372:42364839-42364915:target	0.215214284293;-0.147456737716;-0.00731927835066;4.55145627576e-06	0.739296236009;0.333298341891;1.50505484839e-05;1.5980420248e-09	0.730;0.189;0.081;0.025	0.949;0.030;0.030;0.025	t|1e0|2e1.1o2|2e1.2o2|2e2.1o1|3e0|4e1.1o2	True	True	True	4	3	0	chr19	+	42364359-42364845;42364515-42364845;42364564-42364845;42364359-42364855	42363988-42364515;42363988-42364515;42363988-42364515;42364516-42364564;42364839-42364915	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/13_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPS19
RAB11FIP3	ENSG00000090565	ENSG00000090565:546824-547158:target	0.215314322081;-0.215314322081	0.672232731018;0.672232731018	0.740;0.260	0.972;0.028	t|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr16	+	539000-546824;541268-546824	538851-539101;541134-541268;546824-547158	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/9_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RAB11FIP3
HACD4	ENSG00000188921	ENSG00000188921:21031399-21031635:target	0.211526871409;-0.211526871409	0.63803748294;0.63803748294	0.631;0.369	0.903;0.097	s|1e1.1o1|2e1.1o1	True	True	False	2	2	1	chr9	-	21029397-21031552;21029397-21031399	21029294-21029397;21029294-21029397;21031399-21031635	;;	;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#HACD4
PSMB8-AS1	ENSG00000204261	ENSG00000204261:32813107-32814272:target	-0.0793500739706;-0.0200341310439;0.329735137513;-0.0130356870612	0.130622382107;0.000754815260942;0.929039197328;0.0202795843263	0.177;0.096;0.490;0.237	0.037;0.026;0.822;0.139	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	4	3	0	chr6	+	32812051-32813107;32812647-32813107;32812051-32813195;32812647-32813195	32811863-32812051;32811863-32812051;32812347-32812647;32812347-32812647;32813107-32814272	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/57_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#PSMB8-AS1
GUSBP11	ENSG00000228315	ENSG00000228315:24036306-24037704:target	4.99669328401e-05;-0.262167934329;0.248867406086	2.2754244049e-09;0.84918480564;0.810061605859	0.025;0.486;0.501	0.028;0.218;0.761	s|1e2.1o1|2e1.3o3|i	True	False	True	2	3	1	chr22	-	24026054-24037360;24032543-24036306;24036305-24036306	24025912-24026054;24032419-24035338;24035339-24036305;24036306-24037704	;;;	;;;	(24035339, 24036305)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/61_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#GUSBP11
TRBC2	ENSG00000211772	ENSG00000211772:142499628-142499649:source	-0.431487810316;0.284773643953;1.99879550295e-08;0.107632244978	0.996129097333;0.896510247476;8.18966186854e-18;0.266510050359	0.643;0.145;0.025;0.207	0.222;0.426;0.025;0.350	s|1e1.2o2|1e2.1o1|2e1.2o2|i	True	True	True	3	3	1	chr7	+	142499645-142499789;142499645-142500187;142499649-142499789;142499649-142499650	142499628-142499649;142499650-142499701;142499702-142499895;142499702-142499895;142500187-142500432	;;;;	;;;;	(142499650, 142499701)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/59_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#TRBC2
SETD8	ENSG00000183955	ENSG00000183955:123875177-123875851:target	0.302816002597;-2.52633459198e-05;-0.284287842674;5.71217723448e-06;-3.94176575719e-05	0.963938685718;6.62135073226e-09;0.90852663668;5.77493678315e-09;7.80686855696e-09	0.027;0.027;0.947;0.025;0.027	0.322;0.025;0.666;0.025;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e2.1o1	True	True	True	5	5	1	chr12	+	123868755-123875177;123873729-123875177;123874101-123875177;123874697-123875177;123873729-123875258	123868320-123868755;123873447-123873729;123873447-123873729;123873818-123874101;123874589-123874697;123875177-123875851	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SETD8
SETD8	ENSG00000183955	ENSG00000183955:123868320-123868755:source	0.000403259809496;-0.388632397744;0.352358938391	3.86295192275e-05;0.928789743261;0.89860010547	0.030;0.915;0.071	0.046;0.516;0.440	s|1e1.1o1|1e2.2o3|1e3.1o2	False	False	True	3	4	0	chr12	+	123868755-123872989;123868755-123873980;123868755-123875177	123868320-123868755;123872989-123873304;123873818-123874101;123875177-123875851	;;;	;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/53_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#SETD8
CCDC92	ENSG00000119242	ENSG00000119242:124427894-124428130:source	5.55329487803e-05;-0.260778658046;6.12599756956e-05;0.237141097625	6.393035771e-06;0.817226949035;6.38767869807e-06;0.737523836293	0.025;0.356;0.025;0.629	0.029;0.069;0.029;0.910	t|1e1.1o1|2e0|3e1.1o1|3e2.1o1|3e3.1o2	True	True	True	4	4	1	chr12	-	124428130-124457076;124428040-124457076;124428040-124440831;124428040-124428819	124427894-124428130;124428817-124428916;124440831-124440991;124457076-124457378;124457076-124457378	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/19_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#CCDC92
FANCA	ENSG00000187741	ENSG00000187741:89807212-89807274:target	-0.449532329474;0.449532329474	0.999613646128;0.999613646128	0.860;0.140	0.422;0.578	s|1e1.1o2|i	False	False	False	1	2	1	chr16	-	89806507-89807212;89807211-89807212	89806402-89806507;89806508-89807211;89807212-89807274	;;	;;	(89806508, 89807211)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89865574-89865640:target	0.000206039214352;0.24356071657;-0.314818740663;0.00029019456753;-0.000522818648591	1.38419497052e-06;0.725809779144;0.869738592069;2.72735542783e-06;5.58719498079e-05	0.025;0.204;0.712;0.025;0.077	0.035;0.489;0.381;0.038;0.065	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.2o2|i	True	True	True	4	4	1	chr16	-	89865487-89865580;89865487-89865574;89862426-89865574;89858955-89865574;89865573-89865574	89858879-89859133;89862314-89862426;89864762-89865487;89864762-89865487;89865488-89865573;89865574-89865640	;;;;;	;;;;;	(89865488, 89865573)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89836972-89837042:target	-0.0365939579612;-0.161488940723;0.388956391707	0.0600975332027;0.487047716735;0.991802065486	0.180;0.777;0.042	0.052;0.528;0.421	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr16	-	89836870-89836972;89836667-89836972;89836971-89836972	89836574-89836667;89836838-89836870;89836871-89836971;89836972-89837042	;;;	;;;	(89836871, 89836971)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/54_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#FANCA
RPL29	ENSG00000162244	ENSG00000162244:52027616-52028142:source	-0.231690084714;-7.40151628476e-05;0.249690580403	0.68089058492;4.22859772104e-06;0.716447099929	0.409;0.032;0.564	0.119;0.029;0.867	t|1e1.1o2|1e2.1o2|i	False	False	True	2	3	1	chr3	-	52028142-52029058;52028142-52028789;52028142-52028143	52027616-52028142;52028143-52028312;52028313-52028873;52028951-52029122	;;;	;;;	(52028143, 52028312)	file:///data/THelper/./voila/dpsi/TH17p_PolyAvTotal//summaries/42_Th17_p_A_Th17_p_r.deltapsi_quantify_deltapsi.html#RPL29
