#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th2_e_A E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
PLCB2	ENSG00000137841	ENSG00000137841:40584050-40584125:target	-0.0286178479047;-0.0349603092482;0.247255589791	0.0787707048684;0.085783062085;0.703661331974	0.355;0.224;0.421	0.198;0.075;0.727	s|1e0|2e1.1o2|2e1.2o2|2e2.1o4	True	True	True	3	3	1	chr15	-	40583851-40584050;40583848-40584050;40583688-40584050	40583466-40583688;40583807-40583851;40583807-40583851;40584050-40584125	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/18_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PLCB2
DOCK10	ENSG00000135905	ENSG00000135905:225796266-225796385:source	-0.278652138829;3.33481630243e-06;0.276306676827	0.900535449483;6.39688337622e-10;0.896722931218	0.896;0.025;0.100	0.619;0.025;0.375	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr2	-	225796385-225906969;225796385-225846924;225796385-225811564	225796266-225796385;225811564-225811782;225846924-225847020;225906969-225907162	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/17_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DOCK10
DESI2	ENSG00000121644	ENSG00000121644:244849899-244849971:source	0.210722637814;-0.309281516263;0.000416740599431	0.580755353487;0.808031025367;6.1062043873e-05	0.484;0.508;0.026	0.795;0.156;0.051	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	1	chr1	+	244849971-244852551;244849971-244855181;244849971-244855186	244849899-244849971;244852551-244852644;244855181-244855322;244855181-244855322	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/12_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DESI2
LTB4R	ENSG00000213903	ENSG00000213903:24783260-24783270:target	-0.253832385176;0.253832385176	0.805407941032;0.805407941032	0.327;0.673	0.052;0.948	t|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24783161-24783260;24783259-24783260	24782517-24783161;24783162-24783259;24783260-24783270	;;	;;	(24783162, 24783259)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LTB4R
LTB4R	ENSG00000213903	ENSG00000213903:24782517-24783161:source	-0.396323940897;3.53798641724e-05;0.385034742655	0.947510992934;7.56846674491e-06;0.925084706532	0.469;0.027;0.521	0.068;0.030;0.917	s|1e1.1o1|1e2.2o2|i	False	False	True	2	3	1	chr14	+	24783161-24783260;24783161-24785099;24783161-24783162	24782517-24783161;24783162-24783259;24783260-24783270;24784843-24787242	;;;	;;;	(24783162, 24783259)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/35_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LTB4R
CDC25C	ENSG00000158402	ENSG00000158402:137664173-137664571:source	-0.250051799816;0.250051799816	0.607032723129;0.607032723129	0.485;0.515	0.126;0.874	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr5	-	137664218-137666676;137664218-137665242	137664173-137664571;137665242-137665336;137666676-137666907	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/23_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CDC25C
CIT	ENSG00000122966	ENSG00000122966:120135464-120135643:target	0.233387063871;-0.233387063871	0.730520393059;0.730520393059	0.528;0.472	0.796;0.204	s|1e1.1o2|1e1.2o2	False	True	False	2	2	0	chr12	-	120128259-120135464;120128256-120135464	120127956-120128259;120127956-120128259;120135464-120135643	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/13_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CIT
PDCD4	ENSG00000150593	ENSG00000150593:112640991-112641293:target	-2.13722983759e-06;0.236949328922;-0.04539210488;1.98810919155e-07;-0.044715736348	3.18573678181e-13;0.816378207647;0.00203568682348;2.69878518282e-13;0.0867232923622	0.025;0.631;0.106;0.025;0.251	0.025;0.871;0.025;0.025;0.123	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e2.1o1	True	True	True	5	5	0	chr10	+	112631776-112640991;112635828-112640991;112636511-112640991;112640243-112640991;112635828-112641033	112631565-112631776;112635724-112635828;112635724-112635828;112636428-112636511;112640077-112640243;112640991-112641293	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PDCD4
PDCD4	ENSG00000150593	ENSG00000150593:112635724-112635828:source	-0.0792257407531;0.242197533274;-0.0377510482951	0.0542253657256;0.83567886568;0.0640125608936	0.153;0.606;0.241	0.031;0.850;0.120	s|1e1.1o1|1e2.1o2|1e2.2o2	False	True	True	3	3	0	chr10	+	112635828-112636428;112635828-112640991;112635828-112641033	112635724-112635828;112636428-112636511;112640991-112641293;112640991-112641293	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/21_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PDCD4
DLEU1	ENSG00000176124	ENSG00000176124:50678840-50679433:target	-0.540381648988;0.540381648988	0.990857256023;0.990857256023	0.807;0.193	0.276;0.724	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr13	+	50656693-50678840;50657330-50678840	50656307-50656693;50657278-50657330;50678840-50679433	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DLEU1
DLEU1	ENSG00000176124	ENSG00000176124:50656307-50656693:source	0.392201552523;-0.39300015903;-1.42419564003e-07;-1.42419564003e-07;-1.42419564003e-07	0.89700299423;0.899228788494;6.45564041108e-07;6.45564041108e-07;6.45564041108e-07	0.320;0.661;0.026;0.026;0.026	0.734;0.247;0.026;0.026;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2	False	False	True	5	6	0	chr13	+	50656693-50657278;50656693-50678840;50656693-50730963;50656693-50964334;50656693-50989225	50656307-50656693;50657278-50657330;50678840-50679433;50730963-50732212;50964334-50964427;50989225-50989338	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#DLEU1
LAT	ENSG00000213658	ENSG00000213658:28997861-28997890:source	-0.32316825389;0.32316825389	0.902744508118;0.902744508118	0.811;0.189	0.485;0.515	s|1e1.1o1|i	False	False	False	1	2	1	chr16	+	28997890-28997978;28997890-28997891	28997861-28997890;28997891-28997977;28997978-28998035	;;	;;	(28997891, 28997977)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/34_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#LAT
ALCAM	ENSG00000170017	ENSG00000170017:105271312-105272015:target	0.41970043352;-0.41970043352	0.982876537222;0.982876537222	0.034;0.966	0.447;0.553	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	105269103-105271312;105271026-105271312	105268971-105269103;105270988-105271026;105271312-105272015	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ALCAM
ALCAM	ENSG00000170017	ENSG00000170017:105268971-105269103:source	-0.216982213345;0.216982213345	0.735517337952;0.735517337952	0.971;0.029	0.745;0.255	s|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	105269103-105270988;105269103-105271312	105268971-105269103;105270988-105271026;105271312-105272015	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ALCAM
ZBED5	ENSG00000236287	ENSG00000236287:10877691-10877804:target	0.000184538762122;-0.00884877640865;0.267153445113;-0.0535212665972;6.00645480379e-06;-1.31949518562e-05;-0.00162190143212	8.48887400226e-06;0.000731661489559;0.829597328785;0.102629060484;6.08900662769e-08;6.20960469329e-08;1.86063456188e-05	0.027;0.092;0.628;0.179;0.025;0.027;0.066	0.039;0.026;0.914;0.040;0.026;0.026;0.026	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1|1e4.1o2|1e4.2o2	False	True	True	7	5	1	chr11	-	10877430-10877691;10876665-10877691;10876633-10877691;10876628-10877691;10871650-10877691;10860120-10877691;10860038-10877691	10859816-10860120;10859816-10860120;10871444-10871650;10874251-10876665;10874251-10876665;10874251-10876665;10877205-10877430;10877691-10877804	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/36_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZBED5
CHID1	ENSG00000177830	ENSG00000177830:899340-899401:target	0.319224607391;-0.319224607391	0.961737949234;0.961737949234	0.660;0.340	0.972;0.028	s|1e0|2e1.1o2|2e2.1o3	True	False	True	2	3	0	chr11	-	893519-899340;884169-899340	884068-884169;893427-893519;899340-899401	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CHID1
CHID1	ENSG00000177830	ENSG00000177830:884068-884169:source	-0.232070073853;0.232070073853	0.795261014254;0.795261014254	0.254;0.746	0.026;0.974	t|1e1.2o2|1e2.1o1|2e0|3e0	False	True	True	2	3	0	chr11	-	884169-899340;884169-893427	884068-884169;893427-893519;899340-899401	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CHID1
ARNTL	ENSG00000133794	ENSG00000133794:13371492-13371617:target	0.000168364224719;-0.198890019576;0.224000466772;-0.000412875193089	2.9011672103e-06;0.582421598191;0.645063908522;2.35581296763e-06	0.025;0.595;0.353;0.047	0.037;0.315;0.646;0.026	t|1e0|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr11	+	13299470-13371492;13331606-13371492;13348014-13371492;13367983-13371492	13299325-13299470;13331533-13331606;13347960-13348014;13367973-13367983;13371492-13371617	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/16_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ARNTL
KXD1	ENSG00000105700	ENSG00000105700:18672330-18672882:target	0.388202071001;2.95190609545e-07;-3.47172127687e-05;0.000318783026256;2.95190609545e-07;-0.3993970334	0.981532978653;1.36060254889e-10;6.56375524986e-09;1.4986439358e-06;1.36060254889e-10;0.98980135547	0.375;0.025;0.028;0.028;0.025;0.582	0.756;0.025;0.025;0.045;0.025;0.191	t|1e0|2e0|3e1.1o2|3e1.2o2|3e2.1o1|3e3.1o1|3e4.1o1|3e5.1o1	True	True	True	6	6	0	chr19	+	18668724-18672846;18668759-18672846;18669414-18672846;18669576-18672846;18669940-18672846;18671360-18672846	18668572-18668759;18668572-18668759;18669349-18669414;18669464-18669576;18669637-18669940;18670910-18671360;18672330-18672882	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#KXD1
NUP98	ENSG00000110713	ENSG00000110713:3697739-3697850:source	-0.270832386858;0.276885993964;-4.9082519168e-06	0.916404938302;0.92857330318;9.88592527042e-09	0.289;0.704;0.026	0.025;0.974;0.025	t|1e1.1o1|1e2.2o2|1e3.1o1	False	False	True	3	4	1	chr11	-	3697850-3704430;3697850-3700784;3697850-3697918	3697739-3697850;3697918-3697940;3700784-3700998;3704430-3704671	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/10_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NUP98
PIF1	ENSG00000140451	ENSG00000140451:65113366-65113480:source	0.000140351222937;-0.267477587776;0.270005684008	1.31424515059e-05;0.847837362319;0.906479203933	0.046;0.920;0.040	0.051;0.638;0.310	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr15	-	65113480-65114465;65113480-65113566;65113480-65113481	65113366-65113480;65113481-65113565;65113566-65113719;65113789-65114590	;;;	;;;	(65113481, 65113565)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/19_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PIF1
ZBTB4	ENSG00000174282	ENSG00000174282:7370576-7370646:source	0.205776430306;-0.205776430306	0.612722839;0.612722839	0.052;0.948	0.326;0.674	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr17	-	7370646-7387323;7370646-7382775	7370576-7370646;7382775-7382844;7387323-7387582	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZBTB4
GIMAP8	ENSG00000171115	ENSG00000171115:150174180-150176480:target	0.214433945293;-0.214433945293	0.681260214884;0.681260214884	0.036;0.964	0.277;0.723	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1	chr7	+	150167962-150174180;150171726-150174180	150167917-150167962;150171100-150171726;150174180-150176480	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#GIMAP8
MRPL33	ENSG00000243147	ENSG00000243147:27995541-27995722:source	0.364220075836;-0.365489058608;1.6663355152e-06	0.96512482447;0.967000491052;3.90801002631e-10	0.481;0.515;0.025	0.840;0.155;0.025	s|1e1.1o1|1e2.1o1|1e3.1o1|2e0	True	False	True	3	4	0	chr2	+	27995559-27997291;27995559-28002300;27995559-28005439	27995541-27995722;27997291-27997397;28002300-28002608;28005439-28005561	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/36_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#MRPL33
STAT2	ENSG00000170581	ENSG00000170581:56743129-56743293:target	-0.0839169173865;-3.96669421933e-05;-0.000144910955343;1.69687428913e-06;-0.0014494741152;0.288307115866	0.255207232501;9.62129629538e-09;4.62010337486e-07;1.08866784283e-09;2.01171122606e-05;0.933554340641	0.833;0.028;0.039;0.025;0.065;0.039	0.644;0.025;0.031;0.025;0.025;0.321	s|1e0|2e1.1o1|2e3.2o3|3e1.1o1|3e2.2o3|3e3.3o3|i	True	True	True	5	4	1	chr12	-	56743045-56743210;56742635-56743210;56743045-56743129;56742843-56743129;56742588-56743129;56743128-56743129	56742536-56742696;56742536-56742696;56742708-56742867;56742947-56743045;56742947-56743045;56743046-56743128;56743129-56743293	;;;;;;	;;;;;;	(56743046, 56743128)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#STAT2
NSD1	ENSG00000165671	ENSG00000165671:176562088-176562427:source	-0.340962202665;0.340962202665	0.885479405912;0.885479405912	0.889;0.111	0.529;0.471	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr5	+	176562201-176562942;176562427-176562428	176562088-176562427;176562428-176562941;176562942-176563346	;;	;;	(176562428, 176562941)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/26_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#NSD1
ANO6	ENSG00000177119	ENSG00000177119:45610061-45610174:source	0.00086433306435;-0.000175156497532;0.265791924354;-0.351454338706	0.000439258242124;1.24550512731e-05;0.729931014426;0.975575514952	0.026;0.040;0.583;0.375	0.068;0.029;0.910;0.029	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	0	chr12	+	45610174-45621951;45610174-45664245;45610174-45695797;45610174-45725078	45610061-45610174;45621951-45622056;45664245-45664307;45695797-45695876;45725078-45725206	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/30_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ANO6
TIAL1	ENSG00000151923	ENSG00000151923:121339447-121339522:source	0.271480208269;-0.201521189971;-0.00667093999587	0.887415580855;0.690699488103;0.00643311798194	0.399;0.286;0.315	0.671;0.083;0.247	t|1e1.1o2|1e2.1o1|i	False	False	True	2	3	1	chr10	-	121339522-121341434;121339522-121339983;121339522-121339523	121339447-121339522;121339523-121339982;121339983-121340358;121341245-121341521	;;;	;;;	(121339523, 121339982)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/22_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TIAL1
TRAPPC10	ENSG00000160218	ENSG00000160218:45478984-45479095:source	0.476897898302;1.23350772819e-06;-0.345115069643;-0.01196106656	0.999289367507;8.49221184199e-08;0.891071020265;0.00786804594042	0.038;0.026;0.846;0.115	0.503;0.026;0.485;0.026	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	False	False	True	4	5	1	chr21	+	45479095-45479346;45479095-45482934;45479095-45483419;45479095-45494205	45478984-45479095;45479346-45480143;45482934-45483049;45483419-45483666;45494205-45494351	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/24_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#TRAPPC10
RP11-66N24.3	ENSG00000258727	ENSG00000258727:24033936-24034049:source	0.373087235462;-0.373087235462	0.959210943202;0.959210943202	0.272;0.728	0.642;0.358	s|1e1.1o1|i	False	False	False	1	2	1	chr14	+	24034049-24034665;24034049-24034050	24033936-24034049;24034050-24034664;24034665-24036631	;;	;;	(24034050, 24034664)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/36_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#RP11-66N24.3
SNX25	ENSG00000109762	ENSG00000109762:186274212-186274756:target	-0.285617474883;0.285617474883	0.885268242937;0.885268242937	0.330;0.670	0.034;0.966	t|1e0|2e1.1o1|2e2.1o1	False	True	True	2	3	0	chr4	+	186267804-186274639;186272763-186274639	186267691-186267804;186272599-186272763;186274212-186274756	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/9_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SNX25
ZNF692	ENSG00000171163	ENSG00000171163:249149924-249150285:source	-0.000885819114395;-0.0237536968797;-0.00401555526594;0.214326175214;7.09950513964e-07	0.000122392154599;0.0547476087063;0.00964701419631;0.699937949582;6.13811201256e-08	0.070;0.212;0.680;0.037;0.026	0.038;0.073;0.611;0.277;0.026	t|1e0|2e1.2o2|2e2.1o3|2e2.2o3|3e0|3e2.2o3|4e2.3o3	True	True	True	5	3	0	chr1	-	249150145-249150713;249150145-249150572;249150145-249150487;249150142-249150487;249150138-249150483	249149924-249150285;249150483-249150621;249150483-249150621;249150483-249150621;249150483-249150621;249150713-249150761	;;;;;	;;;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF692
ZNF692	ENSG00000171163	ENSG00000171163:249151639-249151696:source	-0.223163506317;1.55527439867e-05;0.213027055111	0.659695419254;3.06060174243e-07;0.629991791704	0.444;0.026;0.549	0.157;0.027;0.833	t|1e0|1e1.1o1|1e2.1o5|i	False	False	True	2	3	1	chr1	-	249151696-249152027;249151696-249151938;249151696-249151697	249151639-249151696;249151697-249151755;249151756-249151971;249152027-249152058	;;;	;;;	(249151697, 249151755)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF692
ZNF692	ENSG00000171163	ENSG00000171163:249152027-249152058:target	-0.423931222351;0.000613177555704;0.337731381876	0.93951817945;0.000151605276889;0.815795323786	0.643;0.027;0.348	0.211;0.059;0.732	s|1e1.1o1|1e2.1o1|i	False	False	True	2	3	1	chr1	-	249151696-249152027;249151635-249152027;249152026-249152027	249151433-249151635;249151639-249151696;249151972-249152026;249152027-249152058	;;;	;;;	(249151972, 249152026)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/28_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ZNF692
AHNAK	ENSG00000124942	ENSG00000124942:62302475-62302662:target	0.280069311402;-0.166704996473;-0.00437795741701	0.899512012358;0.570013528881;6.94894408803e-05	0.653;0.265;0.082	0.939;0.052;0.027	s|1e0|2e1.1o1|2e2.1o1|2e3.1o1	True	False	True	3	4	0	chr11	-	62301546-62302475;62259303-62302475;62201363-62302475	62201016-62201363;62259204-62259303;62301456-62301546;62302475-62302662	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/13_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#AHNAK
SRRD	ENSG00000100104	ENSG00000100104:26879843-26880065:source	0.32143716532;-0.32143716532	0.863745977232;0.863745977232	0.100;0.900	0.444;0.556	s|1e1.2o2|2e2.1o1	True	False	True	2	3	1	chr22	+	26879949-26879971;26880065-26881989	26879843-26880065;26881989-26882029	;	;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/6_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#SRRD
FAM21C	ENSG00000172661	ENSG00000172661:46281818-46282695:target	0.263466869172;4.44665625398e-06;-4.75030327746e-05;-0.240411919477	0.807326575586;1.41346673018e-08;4.06697889859e-08;0.754347750551	0.590;0.025;0.029;0.384	0.877;0.026;0.026;0.112	t|1e0|2e2.1o2|3e1.1o1|3e2.1o2|3e3.1o2	True	True	True	4	4	1	chr10	+	46281079-46282060;46280349-46282483;46281079-46282483;46282122-46282483	46280269-46280349;46280957-46281411;46280957-46281411;46281818-46282695	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/29_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FAM21C
ABCG1	ENSG00000160179	ENSG00000160179:43707999-43708183:source	0.595742114912;-0.595742114912	0.999942303129;0.999942303129	0.332;0.668	0.913;0.087	s|1e1.1o1|2e1.1o1	True	True	False	2	2	0	chr21	+	43708147-43708321;43708183-43708321	43707999-43708183;43708321-43708422;43708321-43708422	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/23_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ABCG1
CLDN15	ENSG00000106404	ENSG00000106404:100877559-100877723:source	-0.329482356426;0.337380799546;-2.07382842787e-05	0.916499353114;0.938350355962;1.33248927914e-06	0.937;0.053;0.028	0.599;0.393;0.026	t|1e1.1o1|1e2.1o1|2e1.1o1	True	True	True	3	3	0	chr7	-	100877723-100880646;100877723-100880028;100877654-100880646	100877559-100877723;100880028-100880167;100880646-100881105;100880646-100881105	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/8_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#CLDN15
FBXO42	ENSG00000037637	ENSG00000037637:16641664-16641930:source	-0.268596416247;0.268596416247	0.770790958199;0.770790958199	0.907;0.093	0.599;0.401	t|1e1.1o1|1e2.1o1|2e0	False	True	True	2	3	1	chr1	-	16641930-16678750;16641930-16642932	16641664-16641930;16642932-16643066;16678750-16678949	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/1_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#FBXO42
PNPT1	ENSG00000138035	ENSG00000138035:55914780-55914840:target	-0.231972295137;0.231972295137	0.701608406167;0.701608406167	0.967;0.033	0.697;0.303	s|1e1.1o2|1e1.2o2	False	True	False	2	2	1	chr2	-	55913579-55914780;55913575-55914780	55913505-55913579;55913505-55913579;55914780-55914840	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/18_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#PNPT1
ADCY3	ENSG00000138031	ENSG00000138031:25043593-25043717:source	0.249670874258;-0.249670874258	0.799934228795;0.799934228795	0.319;0.681	0.586;0.414	t|1e1.1o1|2e0|i	False	True	False	1	2	1	chr2	-	25043717-25044386;25043717-25043718	25043593-25043717;25043718-25044385;25044386-25044509	;;	;;	(25043718, 25044385)	file:///data/THelper/./voila/dpsi/TH1e_TH2e//summaries/18_Th1_e_A_Th2_e_A.deltapsi_quantify_deltapsi.html#ADCY3
