#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|E(dPSI)|>=0.20) per LSV junction	Th1_e_A E(PSI)	Th1_e_r E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions?	chr	strand	Junctions coords	Exons coords	Exons Alternative Start	Exons Alternative End	IR coords	Voila link
NTPCR	ENSG00000135778	ENSG00000135778:233092093-233092193:target	0.240286861906;-0.240286861906	0.720667537673;0.720667537673	0.180;0.820	0.462;0.538	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr1	+	233086490-233092093;233091465-233092093	233086351-233086490;233091303-233091465;233092093-233092193	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/27_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NTPCR
DHX30	ENSG00000132153	ENSG00000132153:47852147-47852201:source	-0.477296837782;0.43371017208;0.00190516594519	0.999922438457;0.995065640429;0.000119451406097	0.491;0.503;0.026	0.026;0.926;0.067	s|1e1.1o1|1e2.1o1|1e3.1o2	False	False	True	3	4	1	chr3	+	47852201-47857453;47852201-47859512;47852201-47868837	47852147-47852201;47857453-47858462;47859512-47859607;47868837-47868967	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/23_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#DHX30
KDM6A	ENSG00000147050	ENSG00000147050:44920569-44920664:target	-0.315840902875;-0.0382110509633;0.525243567543	0.958169469802;0.107875675333;0.998888028907	0.336;0.581;0.083	0.027;0.395;0.595	t|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chrX	+	44918711-44920569;44919401-44920569;44920009-44920569	44918492-44918711;44919267-44919401;44919854-44920009;44920569-44920664	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#KDM6A
KDM6A	ENSG00000147050	ENSG00000147050:44941643-44941885:source	-0.221072924412;0.221072924412	0.706942606328;0.706942606328	0.974;0.026	0.754;0.246	s|1e1.1o1|i	False	False	False	1	2	1	chrX	+	44941885-44941960;44941885-44941886	44941643-44941885;44941886-44941959;44941960-44942034	;;	;;	(44941886, 44941959)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#KDM6A
FCHSD1	ENSG00000197948	ENSG00000197948:141027451-141027663:target	-0.28838564832;0.28838564832	0.810171838148;0.810171838148	0.769;0.231	0.453;0.547	s|1e1.3o4|2e0|i	True	False	False	1	2	1	chr5	-	141027087-141027535;141027450-141027451	141026965-141027398;141027399-141027450;141027451-141027663	;;	;;	(141027399, 141027450)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/53_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FCHSD1
RPE	ENSG00000197713	ENSG00000197713:210867289-210867509:source	1.20424480313e-05;0.273959790893;1.20424480313e-05;-0.317718751569;0.000338311510061;1.20424480313e-05	8.17419950287e-08;0.889014494477;8.17419950287e-08;0.953246129542;1.22432197726e-05;8.17419950287e-08	0.025;0.025;0.025;0.967;0.028;0.025	0.026;0.293;0.026;0.656;0.041;0.026	s|1e1.1o1|2e1.1o1|2e2.1o2|2e2.2o2|2e3.1o1|3e3.1o1	True	True	True	6	4	0	chr2	+	210867496-210868162;210867507-210868162;210867507-210874363;210867507-210874381;210867507-210880697;210867509-210880697	210867289-210867509;210868162-210868192;210868162-210868192;210874363-210874460;210874363-210874460;210880697-210880836;210880697-210880836	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/52_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RPE
ADAM15	ENSG00000143537	ENSG00000143537:155034637-155034845:target	-0.00073433604403;0.296911594933;-0.0423141758077;1.7528953727e-06;-0.00442873901054;1.7528953727e-06;-0.00841371697883	0.00142457645852;0.875541753798;0.0788667488453;5.37281203416e-10;8.60448871279e-05;5.37281203416e-10;0.00944462515966	0.278;0.225;0.195;0.025;0.077;0.025;0.222	0.264;0.533;0.061;0.025;0.025;0.025;0.134	t|1e0|2e1.1o1|2e2.1o1|2e3.2o2|2e4.1o2|2e5.1o2|2e5.2o2|i	True	True	True	6	6	1	chr1	+	155032819-155034721;155033308-155034721;155033965-155034721;155034122-155034721;155034451-155034721;155034593-155034721;155034636-155034637	155032681-155032819;155033239-155033308;155033891-155033965;155034052-155034234;155034380-155034593;155034380-155034593;155034594-155034636;155034637-155034845	;;;;;;;	;;;;;;;	(155034594, 155034636)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/32_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ADAM15
SLC12A9	ENSG00000146828	ENSG00000146828:100457772-100458086:source	2.96349528154e-05;2.96349528154e-05;-0.509205994179;0.000690824843017;0.465889833007	7.14313841593e-07;7.14313841593e-07;0.996480365744;8.48874414342e-05;0.986998183631	0.025;0.025;0.714;0.027;0.262	0.027;0.027;0.217;0.052;0.719	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|2e0|i	True	True	True	4	4	1	chr7	+	100457854-100458139;100457854-100458634;100457854-100458760;100457854-100459014;100458086-100458087	100457772-100458086;100458087-100458138;100458139-100458566;100458634-100458884;100458634-100458884;100459014-100459206	;;;;;	;;;;;	(100458087, 100458138)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SLC12A9
CDC25B	ENSG00000101224	ENSG00000101224:3778269-3778396:target	4.40352104613e-05;-0.00997307026599;-0.0769305266901;7.41767963625e-07;-0.00549809068972;7.41767963625e-07;0.252853148704	1.12516592283e-09;3.3676484478e-10;0.195318000497;3.30776874565e-12;1.54973081582e-06;3.30776874565e-12;0.910575049715	0.025;0.067;0.809;0.025;0.091;0.025;0.027	0.027;0.025;0.663;0.025;0.040;0.025;0.274	t|1e1.1o1|1e2.1o1|1e3.1o2|2e2.1o1|2e3.1o2|3e3.2o2|i	True	True	True	6	4	1	chr20	+	3767786-3778269;3776526-3778269;3777378-3778269;3776526-3778311;3777378-3778311;3777527-3778330;3778268-3778269	3767578-3767786;3776386-3776526;3776386-3776526;3776938-3777527;3776938-3777527;3776938-3777527;3777528-3778268;3778269-3778396	;;;;;;;	;;;;;;;	(3777528, 3778268)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/10_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CDC25B
RNF19B	ENSG00000116514	ENSG00000116514:33402046-33402910:source	-0.186156456471;-0.0103623739922;0.294583297277	0.62922761019;0.000357453463506;0.951655164744	0.245;0.090;0.665	0.039;0.026;0.955	t|1e2.1o1|2e1.1o1|2e2.1o1	True	True	True	3	3	1	chr1	-	33402910-33403998;33402860-33407853;33402860-33403998	33402046-33402910;33403998-33404129;33403998-33404129;33407853-33408060	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/18_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RNF19B
MED25	ENSG00000104973	ENSG00000104973:50339483-50339663:source	-0.635148978384;0.635148978384	0.999947716896;0.999947716896	0.658;0.342	0.039;0.961	s|1e1.1o2|1e2.1o1	False	False	True	2	3	0	chr19	+	50339663-50340104;50339663-50341837	50339483-50339663;50340104-50340236;50341837-50342073	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/12_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#MED25
C7orf43	ENSG00000146826	ENSG00000146826:99755712-99756338:target	-0.000109277774992;0.280244699108;-0.267601156025	1.40853873736e-05;0.783998789702;0.775870630021	0.034;0.584;0.385	0.031;0.908;0.075	s|1e1.2o2|2e1.2o2|i	True	True	False	2	2	1	chr7	-	99755561-99756212;99755561-99755712;99755711-99755712	99755466-99755643;99755466-99755643;99755644-99755711;99755712-99756338	;;;	;;;	(99755644, 99755711)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/33_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#C7orf43
RNF19A	ENSG00000034677	ENSG00000034677:101300359-101300495:source	4.53767940681e-06;4.53767940681e-06;0.262401673669;4.53767940681e-06;-0.0170936462792;-0.146023707604	3.31008044562e-09;3.31008044562e-09;0.782872685503;3.31008044562e-09;0.0370823434217;0.395716589329	0.025;0.025;0.454;0.025;0.335;0.205	0.025;0.025;0.746;0.025;0.217;0.032	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.3o3	False	False	True	6	7	0	chr8	-	101300495-101325519;101300495-101324572;101300495-101322095;101300495-101321526;101300495-101315388;101300495-101312756	101300359-101300495;101312756-101312879;101315388-101315629;101321526-101321754;101322095-101322555;101324572-101324638;101325519-101325600	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/1_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RNF19A
FKBP1A	ENSG00000088832	ENSG00000088832:1350224-1350716:source	-0.300219822365;-0.000122294272789;0.334724535091	0.878034636001;4.00135200587e-07;0.944343580574	0.837;0.031;0.130	0.529;0.027;0.461	t|1e1.2o4|1e2.1o1|i	False	False	True	2	3	1	chr20	-	1350716-1352720;1350716-1351666;1350716-1350717	1350224-1350716;1350717-1351665;1351666-1351791;1352366-1352884	;;;	;;;	(1350717, 1351665)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/7_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FKBP1A
SNHG3	ENSG00000242125	ENSG00000242125:28834640-28834782:source	-0.348993932684;0.348993932684	0.997890226995;0.997890226995	0.975;0.025	0.635;0.365	s|1e1.1o1|2e0|i	True	False	False	1	2	1	chr1	+	28834672-28835342;28834782-28834783	28834640-28834782;28834783-28835341;28835342-28837404	;;	;;	(28834783, 28835341)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/59_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SNHG3
SNHG3	ENSG00000242125	ENSG00000242125:28835342-28837404:target	-0.283006564202;0.283006564202	0.928277300142;0.928277300142	0.958;0.042	0.681;0.319	t|1e1.1o2|i	False	False	False	1	2	1	chr1	+	28834672-28835342;28835341-28835342	28834640-28834782;28834783-28835341;28835342-28837404	;;	;;	(28834783, 28835341)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/59_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#SNHG3
RP11-599J14.2	ENSG00000256673	ENSG00000256673:9555023-9555152:source	5.33788365086e-05;0.219498578816;-0.233594463461	1.52711818721e-06;0.616437550968;0.651580378968	0.025;0.403;0.593	0.028;0.703;0.286	t|1e1.1o1|1e2.1o1|2e2.1o1	True	True	True	3	3	1	chr12	-	9555152-9567399;9555152-9558904;9555149-9558904	9555023-9555152;9558904-9558994;9558904-9558994;9567399-9567447	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/60_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#RP11-599J14.2
ANAPC5	ENSG00000089053	ENSG00000089053:121769030-121772975:target	-0.302212454607;8.38591013646e-06;0.298132569293	0.955097109959;8.71495662451e-10;0.949912975963	0.926;0.025;0.072	0.630;0.025;0.364	s|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr12	-	121768475-121769150;121768475-121769030;121769029-121769030	121768386-121768475;121768386-121768475;121768476-121769029;121769030-121772975	;;;	;;;	(121768476, 121769029)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/7_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ANAPC5
FANCA	ENSG00000187741	ENSG00000187741:89807212-89807274:target	-0.311031527855;0.311031527855	0.89117136292;0.89117136292	0.829;0.171	0.510;0.490	s|1e1.1o2|i	False	False	False	1	2	1	chr16	-	89806507-89807212;89807211-89807212	89806402-89806507;89806508-89807211;89807212-89807274	;;	;;	(89806508, 89807211)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/51_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FANCA
FANCA	ENSG00000187741	ENSG00000187741:89865574-89865640:target	2.47270599587e-05;0.31240126079;-0.261848346276;0.000125275631513;-0.00472674787592	5.56533890756e-05;0.702895335352;0.678613102702;5.42087253205e-05;0.00722385766094	0.029;0.351;0.457;0.025;0.166	0.033;0.754;0.108;0.033;0.107	s|1e1.1o1|2e1.1o1|2e2.1o1|2e3.2o2|i	True	True	True	4	4	1	chr16	-	89865487-89865580;89865487-89865574;89862426-89865574;89858955-89865574;89865573-89865574	89858879-89859133;89862314-89862426;89864762-89865487;89864762-89865487;89865488-89865573;89865574-89865640	;;;;;	;;;;;	(89865488, 89865573)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/51_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#FANCA
CPSF7	ENSG00000149532	ENSG00000149532:61183650-61183991:source	3.27978718363e-05;-0.249255297555;0.237963828886	2.21703409045e-07;0.720631798315;0.692026270926	0.025;0.603;0.394	0.027;0.307;0.684	t|1e1.1o2|1e2.7o8|1e2.8o8	True	False	True	3	3	0	chr11	-	61183991-61196654;61183991-61187421;61183991-61187394	61183650-61183991;61187394-61187566;61187394-61187566;61196370-61196776	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/34_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CPSF7
APOLD1	ENSG00000178878	ENSG00000178878:12878851-12879030:source	0.550927353865;-0.0159744207575;-0.38426532133	0.994611309147;0.0321357070842;0.87349216176	0.175;0.190;0.634	0.714;0.066;0.220	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	0	chr12	+	12879030-12879231;12879030-12939843;12879030-12965195	12878851-12879030;12879231-12879307;12939843-12944400;12965195-12965584	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/48_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#APOLD1
NDE1	ENSG00000072864	ENSG00000072864:15790566-15790717:source	-0.011903320597;0.376860474468;7.42858427459e-05;-0.236468331266	0.00103562186394;0.900045796135;8.07180008632e-06;0.654668730713	0.100;0.401;0.025;0.497	0.029;0.797;0.029;0.180	s|1e0|2e1.1o2|2e1.2o2|2e2.1o1|2e3.1o1	True	True	True	4	4	1	chr16	+	15790717-15793454;15790717-15793586;15790717-15795368;15790717-15818048	15790566-15790717;15793454-15794348;15793454-15794348;15795368-15795378;15818048-15820210	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/4_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#NDE1
ZNF544	ENSG00000198131	ENSG00000198131:58758077-58758182:source	-0.00383292355978;-1.5937800863e-05;-0.000359988967334;0.537443485821;-0.000880186856515;-0.372653315126	0.0021311943238;5.43243313508e-07;6.47999250833e-05;0.998144707194;0.00011706272638;0.899099165597	0.100;0.026;0.049;0.174;0.055;0.620	0.036;0.025;0.036;0.698;0.025;0.230	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o2|1e5.1o1|1e6.1o2|2e0	True	False	True	6	7	0	chr19	+	58758160-58758648;58758160-58762674;58758160-58770644;58758160-58772217;58758160-58787689;58758160-58788549	58758077-58758182;58758648-58758977;58762674-58763067;58770644-58771159;58771731-58775010;58787689-58787795;58788549-58788815	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/53_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#ZNF544
CLNS1A	ENSG00000074201	ENSG00000074201:77330529-77330740:target	0.274163948957;-0.286297556477;6.13754089561e-05	0.813160894118;0.840156261301;1.90221990081e-06	0.073;0.924;0.025	0.363;0.626;0.028	s|1e0|1e1.1o1|1e2.1o1|1e3.2o2|2e0	True	False	True	3	4	0	chr11	-	77329732-77330651;77327740-77330651;77323415-77330651	77323276-77323562;77325575-77327740;77329578-77329732;77330529-77330740	;;;	;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/4_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CLNS1A
PARP15	ENSG00000173200	ENSG00000173200:122350933-122351066:target	-0.422584527052;0.422584527052	0.984726234329;0.984726234329	0.706;0.294	0.292;0.708	t|1e1.1o1|1e2.1o1	False	False	True	2	3	0	chr3	+	122340458-122350933;122345880-122350933	122340195-122340458;122345674-122345880;122350933-122351066	;;	;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/46_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PARP15
UQCRH	ENSG00000173660	ENSG00000173660:46774773-46775345:source	0.47091862927;-0.484402268822;-0.00168998522824;0.00349676130933	0.974396723549;0.99516727346;0.000105111052549;0.00403425390943	0.330;0.537;0.066;0.066	0.797;0.063;0.028;0.130	s|1e1.1o2|1e2.1o1|1e3.1o2|2e2.1o1|3e0	True	True	True	4	4	1	chr1	+	46774799-46775569;46774799-46775827;46774799-46782224;46774815-46775827	46774773-46775345;46775569-46775716;46775827-46775988;46775827-46775988;46782224-46782448	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/46_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#UQCRH
WDR55	ENSG00000120314	ENSG00000120314:140046160-140047919:source	-0.227531890754;0.227531890754	0.716726100598;0.716726100598	0.886;0.114	0.627;0.373	s|1e1.1o1|i	False	False	False	1	2	1	chr5	+	140047919-140048000;140047919-140047920	140046160-140047919;140047920-140047999;140048000-140048087	;;	;;	(140047920, 140047999)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/19_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#WDR55
LTB	ENSG00000227507	ENSG00000227507:31549817-31550204:target	0.242519757348;-0.185933929726;7.77156117238e-16;-0.0358100471055	0.708634100388;0.553085301849;2.10868807282e-18;0.000460903127251	0.447;0.428;0.025;0.122	0.685;0.245;0.025;0.070	s|1e1.1o1|1e2.1o2|2e2.1o2|i	True	True	True	3	3	1	chr6	-	31549636-31550033;31549407-31550033;31549407-31549817;31549816-31549817	31549336-31549407;31549336-31549407;31549591-31549636;31549637-31549816;31549817-31550204	;;;;	;;;;	(31549637, 31549816)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/58_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#LTB
METTL23	ENSG00000181038	ENSG00000181038:74728738-74729297:target	-0.00403762271174;-4.6241476276e-05;-0.0145728240343;-0.188296340801;-4.09254067259e-05;0.434092696416	5.69260655298e-06;2.11530785252e-06;0.0286799072002;0.626603464092;2.11315896429e-06;0.982227947901	0.070;0.028;0.246;0.220;0.028;0.413	0.027;0.027;0.131;0.027;0.027;0.841	t|1e0|2e2.5o5|3e1.1o1|3e2.1o5|3e2.2o5|3e2.3o5|3e3.1o1	True	True	True	6	4	1	chr17	+	74723610-74729058;74722961-74729060;74723260-74729060;74723295-74729060;74723439-74729060;74725876-74729060	74722912-74722961;74723047-74723610;74723047-74723610;74723047-74723610;74723047-74723610;74725769-74725876;74728738-74729297	;;;;;;	;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/49_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#METTL23
AP1G1	ENSG00000166747	ENSG00000166747:71823182-71823385:source	-0.0406050291615;-0.00018575524662;-1.57551293133e-05;0.0540129229158;-0.0780259601515;0.227457997868;-1.57551293133e-05	0.115828234618;0.000319342800723;2.46788357549e-07;0.0298349342925;0.209226056516;0.80369566483;2.46788357549e-07	0.671;0.091;0.026;0.026;0.220;0.026;0.026	0.488;0.084;0.025;0.131;0.044;0.250;0.025	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e5.1o1|1e6.1o1|2e4.1o2	True	True	True	7	7	0	chr16	-	71823385-71842666;71823385-71842408;71823385-71842260;71823385-71841918;71823385-71841704;71823385-71840589;71823383-71841918	71823182-71823385;71840589-71840631;71841704-71841741;71841810-71842197;71841810-71842197;71842260-71842396;71842408-71842580;71842666-71842737	;;;;;;;	;;;;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/41_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#AP1G1
LIMD2	ENSG00000136490	ENSG00000136490:61776617-61776755:target	-4.54732300274e-07;-0.240883203672;0.252124349231	2.22450633469e-18;0.807335976207;0.863911150145	0.025;0.957;0.026	0.025;0.722;0.272	s|1e1.2o3|1e1.3o3|i	False	True	False	2	2	1	chr17	-	61776473-61776617;61776429-61776617;61776616-61776617	61776388-61776522;61776388-61776522;61776523-61776616;61776617-61776755	;;;	;;;	(61776523, 61776616)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/27_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#LIMD2
PTPRCAP	ENSG00000213402	ENSG00000213402:67205088-67205538:target	-6.74637128065e-06;-0.169203752072;-0.000332893783286;-2.7703553372e-07;0.265670600793	4.74757327896e-15;0.548226327186;5.66863998083e-13;4.73832106905e-15;0.887178293597	0.025;0.728;0.035;0.025;0.201	0.025;0.530;0.025;0.025;0.464	s|1e1.1o1|2e2.1o6|2e2.2o6|2e2.4o6|i	True	True	True	4	3	1	chr11	-	67204843-67205359;67203821-67205088;67203802-67205088;67203613-67205088;67205087-67205088	67202981-67203821;67202981-67203821;67202981-67203821;67204833-67204843;67204844-67205087;67205088-67205538	;;;;;	;;;;;	(67204844, 67205087)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/56_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#PTPRCAP
TUBGCP6	ENSG00000128159	ENSG00000128159:50656347-50656546:source	0.346267084683;0.000128728143788;-0.350261890706	0.996710349608;6.07504829777e-08;0.999235334379	0.616;0.025;0.371	0.953;0.031;0.029	t|1e1.1o1|2e1.1o1|i	True	True	False	2	2	1	chr22	-	50656546-50656618;50656527-50656618;50656546-50656547	50656347-50656546;50656547-50656617;50656618-50656831;50656618-50656831	;;;	;;;	(50656547, 50656617)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/22_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#TUBGCP6
CLIC3	ENSG00000169583	ENSG00000169583:139889638-139889744:target	-0.217573756662;0.217573756662	0.66505244766;0.66505244766	0.948;0.052	0.696;0.304	s|1e1.1o1|i	False	False	False	1	2	1	chr9	-	139889557-139889638;139889637-139889638	139889382-139889557;139889558-139889637;139889638-139889744	;;	;;	(139889558, 139889637)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/43_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#CLIC3
IQGAP1	ENSG00000140575	ENSG00000140575:91017554-91018089:target	-0.213716392641;0.213716392641	0.6753446958;0.6753446958	0.975;0.025	0.762;0.238	t|1e0|2e0|3e1.1o2|i	False	True	False	1	2	1	chr15	+	91017365-91017717;91017553-91017554	91017296-91017471;91017472-91017553;91017554-91018089	;;	;;	(91017472, 91017553)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/30_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#IQGAP1
IQGAP1	ENSG00000140575	ENSG00000140575:91017296-91017471:source	-0.232417390949;0.232417390949	0.744327160006;0.744327160006	0.915;0.085	0.659;0.341	s|1e1.3o3|2e0|i	True	False	False	1	2	1	chr15	+	91017365-91017717;91017471-91017472	91017296-91017471;91017472-91017553;91017554-91018089	;;	;;	(91017472, 91017553)	file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/30_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#IQGAP1
IL15RA	ENSG00000134470	ENSG00000134470:5998341-5998417:target	-0.316370021994;0.272460004769;9.90798085753e-05;9.90798085753e-05	0.945122689165;0.806446418186;2.37072492094e-05;2.37072492094e-05	0.349;0.641;0.025;0.025	0.031;0.950;0.031;0.031	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|2e0	True	True	True	4	4	1	chr10	-	5995289-5998342;5995169-5998342;5991280-5998342;5991203-5998342	5990855-5991280;5990855-5991280;5994334-5995169;5995223-5995289;5998341-5998417	;;;;	;;;;		file:///data/THelper/./voila/dpsi/TH1e_PolyAvTotal//summaries/25_Th1_e_A_Th1_e_r.deltapsi_quantify_deltapsi.html#IL15RA
